id	source_word	source_language	target_word	target_language	relation_type
er2683	educatio	lat	education	eng	etymology
er2684	effectus	lat	effect	eng	etymology
er2685	electio	lat	election	eng	etymology
er2686	elementum	lat	element	eng	etymology
er2687	eliminare	lat	eliminate	eng	etymology
er2688	emergere	lat	emerge	eng	etymology
er2689	emotio	lat	emotion	eng	etymology
er2690	energia	lat	energy	eng	etymology
er2691	errare	lat	error	eng	etymology
er2692	essentia	lat	essence	eng	etymology
er2693	eventus	lat	event	eng	etymology
er2694	evidentia	lat	evidence	eng	etymology
er2695	exactus	lat	exact	eng	etymology
er2696	examinare	lat	examine	eng	etymology
er2697	excellere	lat	excel	eng	etymology
er2698	exceptio	lat	exception	eng	etymology
er2699	excitare	lat	excite	eng	etymology
er2700	exercitium	lat	exercise	eng	etymology
er2701	existere	lat	exist	eng	etymology
er2702	expeditio	lat	expedition	eng	etymology
er2703	experientia	lat	experience	eng	etymology
er2704	expertus	lat	expert	eng	etymology
er2705	explicare	lat	explain	eng	etymology
er2706	explorare	lat	explore	eng	etymology
er2707	exportare	lat	export	eng	etymology
er2708	expressio	lat	expression	eng	etymology
er2709	extendere	lat	extend	eng	etymology
er2710	externus	lat	external	eng	etymology
er2711	extremus	lat	extreme	eng	etymology
er2712	fabrica	lat	fabric	eng	etymology
er2713	factum	lat	fact	eng	etymology
er2714	facultas	lat	faculty	eng	etymology
er2715	familia	lat	family	eng	etymology
er2716	favor	lat	favor	eng	etymology
er2717	femina	lat	feminine	eng	etymology
er2718	fictio	lat	fiction	eng	etymology
er2719	figura	lat	figure	eng	etymology
er2720	finalis	lat	final	eng	etymology
er2721	financia	lat	finance	eng	etymology
er2722	firmus	lat	firm	eng	etymology
er2723	flexibilis	lat	flexible	eng	etymology
er2724	focus	lat	focus	eng	etymology
er2725	formalis	lat	formal	eng	etymology
er2726	formula	lat	formula	eng	etymology
er2727	fortuna	lat	fortune	eng	etymology
er2728	fundamentum	lat	fundamental	eng	etymology
er2729	functio	lat	function	eng	etymology
er2730	futurus	lat	future	eng	etymology
er2731	generalis	lat	general	eng	etymology
er2732	generare	lat	generate	eng	etymology
er2733	gradus	lat	grade	eng	etymology
er2734	gratia	lat	grace	eng	etymology
er2735	gravitas	lat	gravity	eng	etymology
er2736	habitus	lat	habit	eng	etymology
er2737	honor	lat	honor	eng	etymology
er2738	hospitalis	lat	hospital	eng	etymology
er2739	hostilis	lat	hostile	eng	etymology
er2740	humanus	lat	human	eng	etymology
er2741	identitas	lat	identity	eng	etymology
er2742	ignorare	lat	ignore	eng	etymology
er2743	illustrare	lat	illustrate	eng	etymology
er2744	imaginare	lat	imagine	eng	etymology
er2745	immediatus	lat	immediate	eng	etymology
er2746	impactus	lat	impact	eng	etymology
er2747	imperare	lat	imperial	eng	etymology
er2748	importare	lat	import	eng	etymology
er2749	imponere	lat	impose	eng	etymology
er2750	impressio	lat	impression	eng	etymology
er2751	incidere	lat	incident	eng	etymology
er2752	includere	lat	include	eng	etymology
er2753	indicare	lat	indicate	eng	etymology
er2754	individuus	lat	individual	eng	etymology
er2755	industria	lat	industry	eng	etymology
er2756	influere	lat	influence	eng	etymology
er2757	informare	lat	inform	eng	etymology
er2758	initium	lat	initial	eng	etymology
er2759	innocens	lat	innocent	eng	etymology
er2760	innovare	lat	innovate	eng	etymology
er2761	inspicere	lat	inspect	eng	etymology
er2762	institutio	lat	institution	eng	etymology
er2763	instructio	lat	instruction	eng	etymology
er2764	instrumentum	lat	instrument	eng	etymology
er2765	intelligere	lat	intelligence	eng	etymology
er2766	intendere	lat	intend	eng	etymology
er2767	interest	lat	interest	eng	etymology
er2768	internus	lat	internal	eng	etymology
er2769	interpretare	lat	interpret	eng	etymology
er2770	introducere	lat	introduce	eng	etymology
er2771	investigare	lat	investigate	eng	etymology
er2772	invitare	lat	invite	eng	etymology
er2773	iudicium	lat	judge	eng	etymology
er2774	iustitia	lat	justice	eng	etymology
er2775	labor	lat	labor	eng	etymology
er2776	legalis	lat	legal	eng	etymology
er2777	legislatio	lat	legislation	eng	etymology
er2778	liber	lat	liberal	eng	etymology
er2779	licentia	lat	license	eng	etymology
er2780	limitare	lat	limit	eng	etymology
er2781	linea	lat	line	eng	etymology
er2782	litteratura	lat	literature	eng	etymology
er2783	localis	lat	local	eng	etymology
er2784	logica	lat	logic	eng	etymology
er2785	machina	lat	machine	eng	etymology
er2786	magister	lat	master	eng	etymology
er2787	magnificus	lat	magnificent	eng	etymology
er2788	manipulare	lat	manipulate	eng	etymology
er2789	manualis	lat	manual	eng	etymology
er2790	massa	lat	mass	eng	etymology
er2791	materialis	lat	material	eng	etymology
er2792	maximus	lat	maximum	eng	etymology
er2793	mechanicus	lat	mechanical	eng	etymology
er2794	medicalis	lat	medical	eng	etymology
er2795	memoria	lat	memory	eng	etymology
er2796	mentalis	lat	mental	eng	etymology
er2797	meritum	lat	merit	eng	etymology
er2798	methodus	lat	method	eng	etymology
er2799	militaris	lat	military	eng	etymology
er2800	minimus	lat	minimum	eng	etymology
er2801	ministerium	lat	ministry	eng	etymology
er2802	minor	lat	minor	eng	etymology
er2803	miraculum	lat	miracle	eng	etymology
er2804	missio	lat	mission	eng	etymology
er2805	modernus	lat	modern	eng	etymology
er2806	modificare	lat	modify	eng	etymology
er2807	momentum	lat	moment	eng	etymology
er2808	moralis	lat	moral	eng	etymology
er2809	motio	lat	motion	eng	etymology
er2810	motivare	lat	motivate	eng	etymology
er2811	musculus	lat	muscle	eng	etymology
er2812	mysterium	lat	mystery	eng	etymology
er2813	narratio	lat	narrative	eng	etymology
er2814	natio	lat	nation	eng	etymology
er2815	naturalis	lat	natural	eng	etymology
er2816	navigare	lat	navigate	eng	etymology
er2817	necessarius	lat	necessary	eng	etymology
er2818	negativus	lat	negative	eng	etymology
er2819	negotiare	lat	negotiate	eng	etymology
er2820	nervus	lat	nerve	eng	etymology
er2821	nominare	lat	nominate	eng	etymology
er2822	normalis	lat	normal	eng	etymology
er2823	notare	lat	note	eng	etymology
er2824	nucleus	lat	nuclear	eng	etymology
er2825	numerus	lat	number	eng	etymology
er2826	obiectum	lat	object	eng	etymology
er2827	obligare	lat	oblige	eng	etymology
er2828	observare	lat	observe	eng	etymology
er2829	obtinere	lat	obtain	eng	etymology
er2830	occasio	lat	occasion	eng	etymology
er2831	occupare	lat	occupy	eng	etymology
er2832	offendere	lat	offend	eng	etymology
er2833	officium	lat	office	eng	etymology
er2834	operare	lat	operate	eng	etymology
er2835	opinio	lat	opinion	eng	etymology
er2836	opportunitas	lat	opportunity	eng	etymology
er2837	oppositio	lat	opposition	eng	etymology
er2838	optio	lat	option	eng	etymology
er2839	ordinare	lat	order	eng	etymology
er2840	organizare	lat	organize	eng	etymology
er2841	originalis	lat	original	eng	etymology
er2842	ornamentum	lat	ornament	eng	etymology
er2843	aventure	fra	adventure	eng	etymology
er2844	bataille	fra	battle	eng	etymology
er2845	beaute	fra	beauty	eng	etymology
er2846	boucher	fra	butcher	eng	etymology
er2847	chastel	fra	castle	eng	etymology
er2848	chambre	fra	chamber	eng	etymology
er2849	chancelerie	fra	chancery	eng	etymology
er2850	chapele	fra	chapel	eng	etymology
er2851	chevalier	fra	chivalry	eng	etymology
er2852	conquerre	fra	conquer	eng	etymology
er2853	conseil	fra	counsel	eng	etymology
er2854	corone	fra	crown	eng	etymology
er2855	cort	fra	court	eng	etymology
er2856	curtois	fra	courteous	eng	etymology
er2857	damage	fra	damage	eng	etymology
er2858	dangier	fra	danger	eng	etymology
er2859	desert	fra	desert	eng	etymology
er2860	desir	fra	desire	eng	etymology
er2861	devoir	fra	duty	eng	etymology
er2862	diner	fra	dinner	eng	etymology
er2863	due	fra	due	eng	etymology
er2864	emprise	fra	enterprise	eng	etymology
er2865	enemi	fra	enemy	eng	etymology
er2866	estimer	fra	esteem	eng	etymology
er2867	face	fra	face	eng	etymology
er2868	feste	fra	feast	eng	etymology
er2869	fleur	fra	flower	eng	etymology
er2870	forest	fra	forest	eng	etymology
er2871	garder	fra	guard	eng	etymology
er2872	gloire	fra	glory	eng	etymology
er2873	gouverner	fra	govern	eng	etymology
er2874	guerre	fra	war	eng	etymology
er2875	honur	fra	honor	eng	etymology
er2876	joie	fra	joy	eng	etymology
er2877	justice	fra	justice	eng	etymology
er2878	lecon	fra	lesson	eng	etymology
er2879	lettre	fra	letter	eng	etymology
er2880	loi	fra	law	eng	etymology
er2881	maniere	fra	manner	eng	etymology
er2882	mariage	fra	marriage	eng	etymology
er2883	maistre	fra	master	eng	etymology
er2884	merci	fra	mercy	eng	etymology
er2885	mesure	fra	measure	eng	etymology
er2886	miracle	fra	miracle	eng	etymology
er2887	montaigne	fra	mountain	eng	etymology
er2888	nation	fra	nation	eng	etymology
er2889	nature	fra	nature	eng	etymology
er2890	noble	fra	noble	eng	etymology
er2891	obedience	fra	obedience	eng	etymology
er2892	office	fra	office	eng	etymology
er2893	ordre	fra	order	eng	etymology
er2894	palais	fra	palace	eng	etymology
er2895	parlement	fra	parliament	eng	etymology
er2896	partie	fra	party	eng	etymology
er2897	passage	fra	passage	eng	etymology
er2898	peuple	fra	people	eng	etymology
er2899	plaisir	fra	pleasure	eng	etymology
er2900	poeste	fra	power	eng	etymology
er2901	pris	fra	price	eng	etymology
er2902	prince	fra	prince	eng	etymology
er2903	prison	fra	prison	eng	etymology
er2904	profit	fra	profit	eng	etymology
er2905	promesse	fra	promise	eng	etymology
er2906	province	fra	province	eng	etymology
er2907	raisin	fra	reason	eng	etymology
er2908	religion	fra	religion	eng	etymology
er2909	rente	fra	rent	eng	etymology
er2910	reposer	fra	repose	eng	etymology
er2911	roial	fra	royal	eng	etymology
er2912	sacrement	fra	sacrament	eng	etymology
er2913	saison	fra	season	eng	etymology
er2914	servise	fra	service	eng	etymology
er2915	siege	fra	siege	eng	etymology
er2916	signe	fra	sign	eng	etymology
er2917	simple	fra	simple	eng	etymology
er2918	sociate	fra	society	eng	etymology
er2919	soudain	fra	sudden	eng	etymology
er2920	souper	fra	supper	eng	etymology
er2921	table	fra	table	eng	etymology
er2922	tresor	fra	treasure	eng	etymology
er2923	vertu	fra	virtue	eng	etymology
er2924	victoire	fra	victory	eng	etymology
er2925	village	fra	village	eng	etymology
er2926	visite	fra	visit	eng	etymology
er2927	voiage	fra	voyage	eng	etymology
er2928	angr	non	anger	eng	derived_from
er2929	bagi	non	bag	eng	derived_from
er2930	barka	non	bark	eng	derived_from
er2931	blundr	non	blunder	eng	derived_from
er2932	both	non	booth	eng	derived_from
er2933	buðkr	non	bulk	eng	derived_from
er2934	bylgja	non	billow	eng	derived_from
er2935	deyja	non	die	eng	derived_from
er2936	draumr	non	dream	eng	derived_from
er2937	drit	non	dirt	eng	derived_from
er2938	egg	non	egg	eng	derived_from
er2939	fella	non	fell	eng	derived_from
er2940	fjörðr	non	firth	eng	derived_from
er2941	flata	non	flat	eng	derived_from
er2942	fljúga	non	flit	eng	derived_from
er2943	fóstra	non	foster	eng	derived_from
er2944	gapa	non	gape	eng	derived_from
er2945	geysa	non	gust	eng	derived_from
er2946	geta	non	get	eng	derived_from
er2947	glitra	non	glitter	eng	derived_from
er2948	gras	non	grass	eng	derived_from
er2949	gustr	non	gust	eng	derived_from
er2950	happ	non	happy	eng	derived_from
er2951	haugr	non	hog	eng	derived_from
er2952	hella	non	hell	eng	derived_from
er2953	hita	non	hit	eng	derived_from
er2954	hūðr	non	hood	eng	derived_from
er2955	hūsbōndi	non	husband	eng	derived_from
er2956	illr	non	ill	eng	derived_from
er2957	kalla	non	call	eng	derived_from
er2958	kasta	non	cast	eng	derived_from
er2959	keyra	non	kick	eng	derived_from
er2960	knīfr	non	knife	eng	derived_from
er2961	lag	non	law	eng	derived_from
er2962	lauss	non	loose	eng	derived_from
er2963	lyfta	non	lift	eng	derived_from
er2964	megin	non	main	eng	derived_from
er2965	mugu	non	may	eng	derived_from
er2966	rǣs	non	race	eng	derived_from
er2967	rān	non	ransack	eng	derived_from
er2968	reisa	non	raise	eng	derived_from
er2969	renna	non	run	eng	derived_from
er2970	rísta	non	wrist	eng	derived_from
er2971	rōt	non	root	eng	derived_from
er2972	saga	non	saga	eng	derived_from
er2973	sǣti	non	seat	eng	derived_from
er2974	sími	non	seem	eng	derived_from
er2975	sjúkr	non	sick	eng	derived_from
er2976	skál	non	scale	eng	derived_from
er2977	sker	non	scar	eng	derived_from
er2978	skil	non	skill	eng	derived_from
er2979	skinn	non	skin	eng	derived_from
er2980	ský	non	sky	eng	derived_from
er2981	slatra	non	slaughter	eng	derived_from
er2982	snara	non	snare	eng	derived_from
er2983	steak	non	steak	eng	derived_from
er2984	sverð	non	sword	eng	derived_from
er2985	taka	non	take	eng	derived_from
er2986	þeir	non	they	eng	derived_from
er2987	þeim	non	them	eng	derived_from
er2988	þeirra	non	their	eng	derived_from
er2989	þrifa	non	thrive	eng	derived_from
er2990	timbr	non	timber	eng	derived_from
er2991	traust	non	trust	eng	derived_from
er2992	ugga	non	ugly	eng	derived_from
er2993	vagn	non	wagon	eng	derived_from
er2994	vanr	non	want	eng	derived_from
er2995	vindauga	non	window	eng	derived_from
er2996	þræll	non	thrall	eng	derived_from
er2997	rǫng	non	wrong	eng	derived_from
er2998	akademia	grc	academy	eng	etymology
er2999	aer	grc	air	eng	etymology
er3000	aisthesis	grc	aesthetic	eng	etymology
er3001	analogia	grc	analogy	eng	etymology
er3002	analysis	grc	analysis	eng	etymology
er3003	anarkhos	grc	anarchy	eng	etymology
er3004	anatomia	grc	anatomy	eng	etymology
er3005	angelos	grc	angel	eng	etymology
er3006	anthropos	grc	anthropology	eng	etymology
er3007	apologos	grc	apology	eng	etymology
er3008	arkhaios	grc	archaeology	eng	etymology
er3009	aristokratia	grc	aristocracy	eng	etymology
er3010	arithmetike	grc	arithmetic	eng	etymology
er3011	astronomia	grc	astronomy	eng	etymology
er3012	atheos	grc	atheist	eng	etymology
er3013	atmos	grc	atmosphere	eng	etymology
er3014	atomos	grc	atom	eng	etymology
er3015	authentikos	grc	authentic	eng	etymology
er3016	autonomos	grc	autonomous	eng	etymology
er3017	baptizein	grc	baptize	eng	etymology
er3018	barbaros	grc	barbarian	eng	etymology
er3019	basilike	grc	basilica	eng	etymology
er3020	bibliotheke	grc	bible	eng	etymology
er3021	biologia	grc	biology	eng	etymology
er3022	botanike	grc	botany	eng	etymology
er3023	catastrophe	grc	catastrophe	eng	etymology
er3024	kategoria	grc	category	eng	etymology
er3025	kentron	grc	center	eng	etymology
er3026	khaos	grc	chaos	eng	etymology
er3027	kharakter	grc	character	eng	etymology
er3028	khronos	grc	chronic	eng	etymology
er3029	kinema	grc	cinema	eng	etymology
er3030	klimax	grc	climax	eng	etymology
er3031	kosmos	grc	cosmos	eng	etymology
er3032	krisis	grc	crisis	eng	etymology
er3033	kritikos	grc	critic	eng	etymology
er3034	kuklos	grc	cycle	eng	etymology
er3035	daimon	grc	demon	eng	etymology
er3036	demokratia	grc	democracy	eng	etymology
er3037	dialogos	grc	dialogue	eng	etymology
er3038	diploma	grc	diploma	eng	etymology
er3039	dogma	grc	dogma	eng	etymology
er3040	drama	grc	drama	eng	etymology
er3041	dynasteia	grc	dynasty	eng	etymology
er3042	oikonomia	grc	economy	eng	etymology
er3043	ekstasis	grc	ecstasy	eng	etymology
er3044	elektron	grc	electric	eng	etymology
er3045	elephas	grc	elephant	eng	etymology
er3046	empeiros	grc	empirical	eng	etymology
er3047	encyclopaideia	grc	encyclopedia	eng	etymology
er3048	epidemia	grc	epidemic	eng	etymology
er3049	epos	grc	epic	eng	etymology
er3050	ethnos	grc	ethnic	eng	etymology
er3051	eureka	grc	eureka	eng	etymology
er3052	genesis	grc	genesis	eng	etymology
er3053	geographia	grc	geography	eng	etymology
er3054	geometria	grc	geometry	eng	etymology
er3055	glossa	grc	glossary	eng	etymology
er3056	grammatike	grc	grammar	eng	etymology
er3057	graphein	grc	graph	eng	etymology
er3058	gymnasion	grc	gymnasium	eng	etymology
er3059	harmonia	grc	harmony	eng	etymology
er3060	heros	grc	hero	eng	etymology
er3061	hierarchia	grc	hierarchy	eng	etymology
er3062	hippos	grc	hippopotamus	eng	etymology
er3063	historia	grc	history	eng	etymology
er3064	horizon	grc	horizon	eng	etymology
er3065	hydraulikos	grc	hydraulic	eng	etymology
er3066	hygieia	grc	hygiene	eng	etymology
er3067	hypothesis	grc	hypothesis	eng	etymology
er3068	idea	grc	idea	eng	etymology
er3069	idiotes	grc	idiot	eng	etymology
er3070	metaphora	grc	metaphor	eng	etymology
er3071	methodos	grc	method	eng	etymology
er3072	mikros	grc	micro	eng	etymology
er3073	monarchia	grc	monarchy	eng	etymology
er3074	mousike	grc	music	eng	etymology
er3075	mythos	grc	myth	eng	etymology
er3076	narkotikos	grc	narcotic	eng	etymology
er3077	nemesis	grc	nemesis	eng	etymology
er3078	neuron	grc	neuron	eng	etymology
er3079	nostalgia	grc	nostalgia	eng	etymology
er3080	olympias	grc	olympic	eng	etymology
er3081	organon	grc	organ	eng	etymology
er3082	orthodoxos	grc	orthodox	eng	etymology
er3083	pais	grc	pedagogy	eng	etymology
er3084	panorama	grc	panorama	eng	etymology
er3085	paradoxon	grc	paradox	eng	etymology
er3086	parallelos	grc	parallel	eng	etymology
er3087	parasitos	grc	parasite	eng	etymology
er3088	pathos	grc	pathos	eng	etymology
er3089	philosophia	grc	philosophy	eng	etymology
er3090	phobos	grc	phobia	eng	etymology
er3091	phoenix	grc	phoenix	eng	etymology
er3092	phone	grc	phone	eng	etymology
er3093	photos	grc	photo	eng	etymology
er3094	phrasis	grc	phrase	eng	etymology
er3095	physike	grc	physics	eng	etymology
er3096	planetes	grc	planet	eng	etymology
er3097	plasma	grc	plasma	eng	etymology
er3098	plastikos	grc	plastic	eng	etymology
er3099	poiesis	grc	poetry	eng	etymology
er3100	polis	grc	politics	eng	etymology
er3101	polygonon	grc	polygon	eng	etymology
er3102	pragma	grc	pragmatic	eng	etymology
er3103	problema	grc	problem	eng	etymology
er3104	programma	grc	program	eng	etymology
er3105	prophetes	grc	prophet	eng	etymology
er3106	protos	grc	prototype	eng	etymology
er3107	pseudos	grc	pseudo	eng	etymology
er3108	psyche	grc	psychology	eng	etymology
er3109	rhetorike	grc	rhetoric	eng	etymology
er3110	rhythmos	grc	rhythm	eng	etymology
er3111	sarkasmos	grc	sarcasm	eng	etymology
er3112	schema	grc	scheme	eng	etymology
er3113	scholastikos	grc	scholar	eng	etymology
er3114	skene	grc	scene	eng	etymology
er3115	sophia	grc	sophisticated	eng	etymology
er3116	sphaira	grc	sphere	eng	etymology
er3117	strategia	grc	strategy	eng	etymology
er3118	sumbolon	grc	symbol	eng	etymology
er3119	symmetria	grc	symmetry	eng	etymology
er3120	sympatheia	grc	sympathy	eng	etymology
er3121	synthesis	grc	synthesis	eng	etymology
er3122	systema	grc	system	eng	etymology
er3123	techne	grc	technique	eng	etymology
er3124	theatron	grc	theater	eng	etymology
er3125	theologia	grc	theology	eng	etymology
er3126	theoria	grc	theory	eng	etymology
er3127	therapeia	grc	therapy	eng	etymology
er3128	thesis	grc	thesis	eng	etymology
er3129	topos	grc	topic	eng	etymology
er3130	tragoidia	grc	tragedy	eng	etymology
er3131	trophe	grc	trophy	eng	etymology
er3132	tupos	grc	type	eng	etymology
er3133	tyrannos	grc	tyrant	eng	etymology
er3134	zona	grc	zone	eng	etymology
er3135	aqua	lat	agua	spa	derived_from
er3136	aqua	lat	eau	fra	derived_from
er3137	aqua	lat	acqua	ita	derived_from
er3138	aqua	lat	água	por	derived_from
er3139	aqua	lat	apă	ron	derived_from
er3140	terra	lat	tierra	spa	derived_from
er3141	terra	lat	terre	fra	derived_from
er3142	terra	lat	terra	ita	derived_from
er3143	terra	lat	terra	por	derived_from
er3144	terra	lat	țară	ron	derived_from
er3145	ignis	lat	fuego	spa	derived_from
er3146	ignis	lat	feu	fra	derived_from
er3147	ignis	lat	fuoco	ita	derived_from
er3148	ignis	lat	fogo	por	derived_from
er3149	ignis	lat	foc	ron	derived_from
er3150	caelum	lat	cielo	spa	derived_from
er3151	caelum	lat	ciel	fra	derived_from
er3152	caelum	lat	cielo	ita	derived_from
er3153	caelum	lat	céu	por	derived_from
er3154	caelum	lat	cer	ron	derived_from
er3155	stella	lat	estrella	spa	derived_from
er3156	stella	lat	étoile	fra	derived_from
er3157	stella	lat	stella	ita	derived_from
er3158	stella	lat	estrela	por	derived_from
er3159	stella	lat	stea	ron	derived_from
er3160	luna	lat	luna	spa	derived_from
er3161	luna	lat	lune	fra	derived_from
er3162	luna	lat	luna	ita	derived_from
er3163	luna	lat	lua	por	derived_from
er3164	luna	lat	lună	ron	derived_from
er3165	sol	lat	sol	spa	derived_from
er3166	sol	lat	soleil	fra	derived_from
er3167	sol	lat	sole	ita	derived_from
er3168	sol	lat	sol	por	derived_from
er3169	sol	lat	soare	ron	derived_from
er3170	ventus	lat	viento	spa	derived_from
er3171	ventus	lat	vent	fra	derived_from
er3172	ventus	lat	vento	ita	derived_from
er3173	ventus	lat	vento	por	derived_from
er3174	ventus	lat	vânt	ron	derived_from
er3175	pluvia	lat	lluvia	spa	derived_from
er3176	pluvia	lat	pluie	fra	derived_from
er3177	pluvia	lat	pioggia	ita	derived_from
er3178	pluvia	lat	chuva	por	derived_from
er3179	pluvia	lat	ploaie	ron	derived_from
er3180	nix	lat	nieve	spa	derived_from
er3181	nix	lat	neige	fra	derived_from
er3182	nix	lat	neve	ita	derived_from
er3183	nix	lat	neve	por	derived_from
er3184	nix	lat	nea	ron	derived_from
er3185	flumen	lat	río	spa	derived_from
er3186	flumen	lat	fleuve	fra	derived_from
er3187	flumen	lat	fiume	ita	derived_from
er3188	flumen	lat	rio	por	derived_from
er3189	flumen	lat	râu	ron	derived_from
er3190	mare	lat	mar	spa	derived_from
er3191	mare	lat	mer	fra	derived_from
er3192	mare	lat	mare	ita	derived_from
er3193	mare	lat	mar	por	derived_from
er3194	mare	lat	mare	ron	derived_from
er3195	mons	lat	monte	spa	derived_from
er3196	mons	lat	mont	fra	derived_from
er3197	mons	lat	monte	ita	derived_from
er3198	mons	lat	monte	por	derived_from
er3199	mons	lat	munte	ron	derived_from
er3200	silva	lat	selva	spa	derived_from
er3201	silva	lat	forêt	fra	derived_from
er3202	silva	lat	selva	ita	derived_from
er3203	silva	lat	selva	por	derived_from
er3204	silva	lat	silvă	ron	derived_from
er3205	campus	lat	campo	spa	derived_from
er3206	campus	lat	champ	fra	derived_from
er3207	campus	lat	campo	ita	derived_from
er3208	campus	lat	campo	por	derived_from
er3209	campus	lat	câmp	ron	derived_from
er3210	via	lat	vía	spa	derived_from
er3211	via	lat	voie	fra	derived_from
er3212	via	lat	via	ita	derived_from
er3213	via	lat	via	por	derived_from
er3214	via	lat	cale	ron	derived_from
er3215	porta	lat	puerta	spa	derived_from
er3216	porta	lat	porte	fra	derived_from
er3217	porta	lat	porta	ita	derived_from
er3218	porta	lat	porta	por	derived_from
er3219	porta	lat	poartă	ron	derived_from
er3220	fenestra	lat	ventana	spa	derived_from
er3221	fenestra	lat	fenêtre	fra	derived_from
er3222	fenestra	lat	finestra	ita	derived_from
er3223	fenestra	lat	janela	por	derived_from
er3224	fenestra	lat	fereastră	ron	derived_from
er3225	murus	lat	muro	spa	derived_from
er3226	murus	lat	mur	fra	derived_from
er3227	murus	lat	muro	ita	derived_from
er3228	murus	lat	muro	por	derived_from
er3229	murus	lat	mur	ron	derived_from
er3230	pons	lat	puente	spa	derived_from
er3231	pons	lat	pont	fra	derived_from
er3232	pons	lat	ponte	ita	derived_from
er3233	pons	lat	ponte	por	derived_from
er3234	pons	lat	pod	ron	derived_from
er3235	rex	lat	rey	spa	derived_from
er3236	rex	lat	roi	fra	derived_from
er3237	rex	lat	re	ita	derived_from
er3238	rex	lat	rei	por	derived_from
er3239	rex	lat	rege	ron	derived_from
er3240	regina	lat	reina	spa	derived_from
er3241	regina	lat	reine	fra	derived_from
er3242	regina	lat	regina	ita	derived_from
er3243	regina	lat	rainha	por	derived_from
er3244	regina	lat	regină	ron	derived_from
er3245	populus	lat	pueblo	spa	derived_from
er3246	populus	lat	peuple	fra	derived_from
er3247	populus	lat	popolo	ita	derived_from
er3248	populus	lat	povo	por	derived_from
er3249	populus	lat	popor	ron	derived_from
er3250	homo	lat	hombre	spa	derived_from
er3251	homo	lat	homme	fra	derived_from
er3252	homo	lat	uomo	ita	derived_from
er3253	homo	lat	homem	por	derived_from
er3254	homo	lat	om	ron	derived_from
er3255	femina	lat	hembra	spa	derived_from
er3256	femina	lat	femme	fra	derived_from
er3257	femina	lat	femmina	ita	derived_from
er3258	femina	lat	fêmea	por	derived_from
er3259	femina	lat	femeie	ron	derived_from
er3260	filius	lat	hijo	spa	derived_from
er3261	filius	lat	fils	fra	derived_from
er3262	filius	lat	figlio	ita	derived_from
er3263	filius	lat	filho	por	derived_from
er3264	filius	lat	fiu	ron	derived_from
er3265	filia	lat	hija	spa	derived_from
er3266	filia	lat	fille	fra	derived_from
er3267	filia	lat	figlia	ita	derived_from
er3268	filia	lat	filha	por	derived_from
er3269	filia	lat	fiică	ron	derived_from
er3270	pater	lat	padre	spa	derived_from
er3271	pater	lat	père	fra	derived_from
er3272	pater	lat	padre	ita	derived_from
er3273	pater	lat	pai	por	derived_from
er3274	pater	lat	tată	ron	derived_from
er3275	mater	lat	madre	spa	derived_from
er3276	mater	lat	mère	fra	derived_from
er3277	mater	lat	madre	ita	derived_from
er3278	mater	lat	mãe	por	derived_from
er3279	mater	lat	mamă	ron	derived_from
er3280	frater	lat	hermano	spa	derived_from
er3281	frater	lat	frère	fra	derived_from
er3282	frater	lat	fratello	ita	derived_from
er3283	frater	lat	irmão	por	derived_from
er3284	frater	lat	frate	ron	derived_from
er3285	soror	lat	hermana	spa	derived_from
er3286	soror	lat	soeur	fra	derived_from
er3287	soror	lat	sorella	ita	derived_from
er3288	soror	lat	irmã	por	derived_from
er3289	soror	lat	soră	ron	derived_from
er3290	amicus	lat	amigo	spa	derived_from
er3291	amicus	lat	ami	fra	derived_from
er3292	amicus	lat	amico	ita	derived_from
er3293	amicus	lat	amigo	por	derived_from
er3294	amicus	lat	amic	ron	derived_from
er3295	inimicus	lat	enemigo	spa	derived_from
er3296	inimicus	lat	ennemi	fra	derived_from
er3297	inimicus	lat	nemico	ita	derived_from
er3298	inimicus	lat	inimigo	por	derived_from
er3299	inimicus	lat	inamic	ron	derived_from
er3300	vita	lat	vida	spa	derived_from
er3301	vita	lat	vie	fra	derived_from
er3302	vita	lat	vita	ita	derived_from
er3303	vita	lat	vida	por	derived_from
er3304	vita	lat	viață	ron	derived_from
er3305	mors	lat	muerte	spa	derived_from
er3306	mors	lat	mort	fra	derived_from
er3307	mors	lat	morte	ita	derived_from
er3308	mors	lat	morte	por	derived_from
er3309	mors	lat	moarte	ron	derived_from
er3310	tempus	lat	tiempo	spa	derived_from
er3311	tempus	lat	temps	fra	derived_from
er3312	tempus	lat	tempo	ita	derived_from
er3313	tempus	lat	tempo	por	derived_from
er3314	tempus	lat	timp	ron	derived_from
er3315	hora	lat	hora	spa	derived_from
er3316	hora	lat	heure	fra	derived_from
er3317	hora	lat	ora	ita	derived_from
er3318	hora	lat	hora	por	derived_from
er3319	hora	lat	oră	ron	derived_from
er3320	dies	lat	día	spa	derived_from
er3321	dies	lat	jour	fra	derived_from
er3322	dies	lat	giorno	ita	derived_from
er3323	dies	lat	dia	por	derived_from
er3324	dies	lat	zi	ron	derived_from
er3325	nox	lat	noche	spa	derived_from
er3326	nox	lat	nuit	fra	derived_from
er3327	nox	lat	notte	ita	derived_from
er3328	nox	lat	noite	por	derived_from
er3329	nox	lat	noapte	ron	derived_from
er3330	annus	lat	año	spa	derived_from
er3331	annus	lat	an	fra	derived_from
