id	name	alternate_names	civilization_id	archaeological_culture_id	time_period_start	time_period_end	region	summary_description	social_organization	subsistence_type	urbanism_level	population_estimate	technology_level	associated_language_ids	associated_religion_ids	associated_writing_system_ids	associated_art_tradition_ids	associated_music_tradition_ids	associated_cuisine_id	associated_architectural_style_ids	associated_literary_tradition_ids	notable_settlements	image_gallery_tags	sources
cp-nok	Nok Culture	[]	benin-kingdom		-500	200	West Africa	One of the earliest known civilizations in West Africa, the Nok culture produced remarkable terracotta sculptures and was among the first in sub-Saharan Africa to smelt iron. Their artistic influence persisted for centuries.	chiefdom	agricultural	village	200000	iron	["niger-congo"]	[]	[]	["art-014"]	[]		[]	[]	["nok-settlement"]	["nok","terracotta","iron-smelting","west-africa"]	["Jemkur 1992","Fagg 1977"]
cp-askia	Askia Culture	["Songhai Imperial"]	songhai-empire		1493	1591	West Africa	The peak period of the Songhai Empire under the Askia dynasty, which reorganized the empire with Islamic institutions while maintaining traditional governance. This era saw Timbuktu's zenith as an intellectual center with over 100,000 manuscripts.	empire	agricultural	city-state	10000000	iron	["songhai","arabic"]	["islam"]	["ws_004"]	[]	["west-african-griot"]		[]	[]	["timbuktu","gao"]	["askia","songhai","timbuktu","manuscript","islamic"]	["Hunwick 1999","Gomez 2018"]
cp-silla	Silla Culture	["Unified Silla"]	goryeo-dynasty		57	935	East Asia	A Korean kingdom that unified the peninsula and established lasting cultural patterns. Silla culture produced exquisite gold crowns, the Bulguksa temple complex, and the Cheomseongdae astronomical observatory.	state	agricultural	city-state	3000000	iron	["korean-old"]	["buddhism","confucianism"]	["ws_007"]	[]	["korean-classical"]	korean	[]	[]	["gyeongju"]	["silla","gold-crown","bulguksa","observatory","korea"]	["Lee 1984","Best 2006"]
cp-yamato	Yamato Culture	["Ancient Japan"]	nara-japan		300	710	East Asia	The foundational period of Japanese civilization when the Yamato court unified Japan and adopted Chinese writing, Buddhism, and Confucianism. Yamato culture established the imperial institution and produced massive keyhole-shaped burial mounds (kofun).	state	agricultural	town	5000000	iron	["japanese-old"]	["shinto"]	["ws_007"]	[]	[]	japanese	["arch-010"]	[]	[]	["yamato","kofun","burial-mound","emperor","shinto"]	["Barnes 2007","Piggott 1997"]
cp-baekje	Baekje Culture	["Kudara"]	goryeo-dynasty		-18	660	East Asia	One of Korea's Three Kingdoms, Baekje was a crucial cultural conduit transmitting Chinese and Korean culture to Japan. Baekje culture excelled in elegant pottery, Buddhist temple architecture, and refined metalwork.	state	agricultural	city-state	3000000	iron	["korean-old"]	["buddhism"]	["ws_007"]	[]	[]	korean	[]	[]	["buyeo"]	["baekje","buddhist","pottery","temple","korea"]	["Best 2006","Lee 1984"]
cp-goguryeo	Goguryeo Culture	["Koguryo"]	goryeo-dynasty		-37	668	East Asia	The largest of Korea's Three Kingdoms, known for its warrior culture and magnificent tomb murals depicting celestial guardians, hunting scenes, and court life. Goguryeo culture blended Chinese, steppe nomadic, and native Korean elements.	state	mixed	city-state	3000000	iron	["korean-old"]	["buddhism","taoism"]	["ws_007"]	[]	[]	korean	[]	[]	["pyongyang"]	["goguryeo","tomb-mural","warrior","hunting-scene"]	["Byington 2016","Lee 1984"]
cp-angkor	Angkor Culture	["Khmer Empire"]	khmer-empire		802	1431	Southeast Asia	The civilization that built the world's largest religious monument at Angkor Wat and the vast hydraulic city of Angkor. At its peak, the Angkor complex supported nearly a million people through sophisticated water management.	empire	agricultural	metropolis	750000	iron	["khmer","sanskrit"]	["hinduism","buddhism"]	["ws_019"]	["art-032"]	[]	thai	["arch-018"]	[]	["angkor"]	["angkor","angkor-wat","bayon","apsara","hydraulic"]	["Higham 2001","Coe 2003"]
cp-lan-xang	Lan Xang Culture	["Million Elephants"]	ayutthaya		1354	1707	Southeast Asia	A Lao kingdom that was one of the largest states in mainland Southeast Asia. Lan Xang culture promoted Theravada Buddhism, producing the distinctive Lao style of temple architecture and the veneration of the Phra Bang Buddha image.	state	agricultural	town	1000000	iron	["lao"]	["buddhism"]	[]	[]	[]	thai	[]	[]	["luang-prabang","vientiane"]	["lan-xang","lao","buddhist","that-luang","elephant"]	["Stuart-Fox 1998","Evans 2002"]
cp-sukhothai	Sukhothai Culture	["Dawn of Happiness"]	ayutthaya		1238	1438	Southeast Asia	Considered the first Thai kingdom, Sukhothai created the Thai script and established Theravada Buddhism as the state religion. Sukhothai culture produced elegant walking Buddha sculptures and distinctive ceramic traditions.	state	agricultural	city-state	300000	iron	["thai"]	["buddhism"]	["ws_011"]	[]	[]	thai	[]	[]	["sukhothai"]	["sukhothai","walking-buddha","thai-script","celadon"]	["Wyatt 2003","Griswold 1967"]
cp-ancient-greece	Classical Greek	["Greeks","Hellenes"]	ancient-greece		-800	-146	Mediterranean	Collection of city-states that developed democracy, philosophy, and classical arts	state	mixed	city-state	8000000	iron	["ancient-greek"]	["ancient-greek-religion"]	["ws_004"]	[]	[]	greek	[]	[]	["Athens","Sparta","Corinth","Thebes","Delphi"]	["greek","parthenon","acropolis","philosophy"]	["Ancient texts","Herodotus","Thucydides"]
cp-persian	Persian	["Persians","Achaemenid"]	persian-empire		-550	-330	Persia	The Achaemenid Empire, the largest empire of the ancient world, known for tolerance and road systems	empire	agricultural	metropolis	35000000	iron	["peo"]	["zoroastrianism"]	["ws_006"]	[]	[]	iranian	[]	[]	["Persepolis","Susa","Pasargadae","Ecbatana"]	["persian","persepolis","zoroastrian"]	["Herodotus","Behistun inscription"]
cp-carthage	Carthaginian	["Carthaginians","Punic"]	carthage		-814	-146	North Africa	Major Mediterranean trading power and rival to Rome, known for maritime prowess and Hannibal	state	mixed	metropolis	700000	iron	["xpu"]	[]	[]	[]	[]		[]	[]	["Carthage","Utica","Hadrumetum","Leptis Magna"]	["carthage","punic","hannibal"]	["Roman histories","Archaeological evidence"]
cp-nubian	Nubian	["Nubians","Kush"]	 	kerma	-2500	350	Nile Valley	African civilization along the upper Nile, rivals and successors to Egyptian pharaohs	state	agricultural	city-state	1000000	iron	["nub"]	[]	[]	[]	[]		[]	[]	["Meroe","Napata","Kerma","Faras"]	["nubia","kush","pyramid","meroe"]	["Archaeological evidence","Egyptian records"]
cp-axumite	Axumite	["Aksumites","Kingdom of Aksum"]	 	 	100	940	East Africa	Major trading empire in the Horn of Africa, one of the first states to adopt Christianity	state	agricultural	city-state	1000000	iron	["gez"]	["christianity"]	["ws_014"]	[]	[]	ethiopian	[]	[]	["Aksum","Adulis","Matara","Yeha"]	["axum","stele","ethiopia","obelisk"]	["Periplus of the Erythraean Sea","Archaeological evidence"]
cp-polynesian	Polynesian	["Polynesians"]	 	lapita	-1500	1800	Oceania	Master navigators who settled the vast Pacific triangle, developing unique island cultures	chiefdom	mixed	village	500000	stone	["to","mi","haw","sm"]	[]	[]	[]	[]		[]	[]	["Nan Madol","Rapa Nui"]	["polynesia","moai","tiki","navigation"]	["Oral traditions","Archaeological evidence"]
cp-aboriginal-australian	Aboriginal Australian	["Aboriginal Australians"]	 	 	-65000	1800	Oceania	World's oldest continuous culture with sophisticated knowledge systems, art traditions, and land management	egalitarian	hunter-gatherer	nomadic	750000	stone	["aus"]	["dreamtime"]	[]	[]	[]		[]	[]	[]	["aboriginal","dreamtime","rock-art","australia"]	["Oral traditions","Archaeological evidence"]
cp-jomon	Jomon	["Jomon people"]	 	jomon	-14000	-300	East Asia	Prehistoric Japanese culture known for distinctive cord-marked pottery and sedentary hunter-gathering	egalitarian	hunter-gatherer	village	250000	stone	[]	[]	[]	[]	[]	japanese	[]	[]	["Sannai-Maruyama","Kamegaoka"]	["jomon","pottery","dogu","japan"]	["Archaeological evidence"]
cp-ancestral-puebloan	Ancestral Puebloan	["Anasazi","Ancient Pueblo"]	 	 	-100	1300	North America	Southwestern culture known for cliff dwellings, pottery, and sophisticated irrigation systems	egalitarian	agricultural	town	40000	stone	[]	[]	[]	[]	[]		[]	[]	["Chaco Canyon","Mesa Verde","Cliff Palace"]	["pueblo","cliff-dwelling","southwest","pottery"]	["Archaeological evidence"]
cp-gaul	Gaulish	["Gauls"]	 	 	-600	-50	Western Europe	Celtic peoples of France known for sophisticated agriculture, metalwork, and hill forts	chiefdom	agricultural	town	10000000	iron	["cel"]	["celtic-religion"]	[]	[]	[]	french	[]	[]	["Alesia","Bibracte","Lutetia","Massalia"]	["gaul","celtic","oppida","france"]	["Caesar","Archaeological evidence"]
cp-seleucid	Seleucid	["Seleucids"]	 	 	-312	-63	Middle East	Hellenistic empire spanning from Anatolia to Central Asia, blending Greek and Eastern cultures	empire	agricultural	city-state	20000000	iron	["grc"]	["ancient-greek-religion"]	["ws_004"]	[]	[]		[]	[]	["Antioch","Seleucia","Apamea","Dura-Europos"]	["seleucid","hellenistic","antioch"]	["Historical records"]
cp-ptolemaic	Ptolemaic Egyptian	["Ptolemaic Kingdom"]	 	 	-305	-30	Nile Valley	Greek-ruled Egyptian kingdom blending Egyptian and Hellenistic culture, home to the Library of Alexandria	empire	agricultural	metropolis	7000000	iron	["grc","egy"]	["ancient-egyptian","ancient-greek-religion"]	["ws_003","ws_004"]	[]	[]		[]	[]	["Alexandria","Memphis","Thebes"]	["ptolemaic","alexandria","library","pharos"]	["Historical records","Papyri"]
cp-palmyrene	Palmyrene	["Palmyra"]	 	 	-200	273	Middle East	Oasis trading city at the crossroads of Roman and Parthian empires	state	mixed	city-state	200000	iron	["arc"]	[]	[]	[]	[]		[]	[]	["Palmyra"]	["palmyra","zenobia","oasis","columns"]	["Inscriptions","Roman records"]
cp-georgian	Georgian	["Georgians","Kartvelians"]	 	 	-600	1800	Caucasus	Ancient Caucasian civilization with one of the world's unique alphabets and rich wine culture	state	agricultural	town	1000000	iron	["ka"]	["christianity"]	["ws_018"]	[]	[]	georgian	[]	[]	["Tbilisi","Mtskheta","Kutaisi"]	["georgia","caucasus","wine","alphabet"]	["Georgian chronicles","Archaeological evidence"]
cp-armenian	Armenian	["Armenians","Hayastan"]	 	 	-600	1800	Caucasus	Ancient civilization, first nation to adopt Christianity, with distinctive alphabet and architecture	state	agricultural	town	3000000	iron	["hy"]	["christianity"]	["ws_019"]	[]	[]		[]	[]	["Yerevan","Ani","Van","Echmiadzin"]	["armenian","ararat","monastery","khachkar"]	["Armenian chronicles","Archaeological evidence"]
cp-edo-japan	Edo Japanese	["Tokugawa Japan"]	 	 	1603	1868	East Asia	Period of peace and cultural flowering under the Tokugawa shogunate, developing kabuki, ukiyo-e, and haiku	state	agricultural	metropolis	30000000	iron	["ja"]	["shinto","buddhism"]	["ws_008"]	[]	[]	japanese	[]	[]	["Edo","Kyoto","Osaka","Nagasaki"]	["edo","ukiyo-e","samurai","geisha"]	["Japanese records","Historical texts"]
cp-champa	Champa	["Chams","Cham"]	 	 	192	1832	Southeast Asia	Hindu-influenced maritime kingdom of central Vietnam known for tower temples	state	maritime	city-state	500000	iron	["cja"]	["hinduism","islam"]	["ws_009"]	[]	[]		[]	[]	["My Son","Indrapura","Vijaya"]	["champa","cham","tower","vietnam"]	["Chinese records","Inscriptions"]
cp-medieval-european	Medieval European	["Medieval Christendom"]	 	 	500	1500	Western Europe	Post-Roman European civilization centered on feudalism, Christianity, and Gothic architecture	state	agricultural	town	75000000	iron	["lat","fro","ang","goh"]	["christianity"]	["ws_005"]	[]	[]	french	[]	[]	["Paris","London","Rome","Cologne","Venice"]	["medieval","cathedral","castle","knight"]	["Chronicles","Archaeological evidence"]
cp-islamic-golden-age	Islamic Golden Age	["Islamic Civilization"]	abbasid-caliphate		750	1258	Middle East	Period of extraordinary scientific, cultural, and economic flourishing in the Islamic world	empire	agricultural	metropolis	50000000	iron	["ar"]	["islam"]	["ws_011"]	[]	[]		[]	[]	["Baghdad","Cordoba","Cairo","Samarkand","Isfahan"]	["islamic","mosque","algebra","astronomy"]	["Al-Tabari","Ibn Khaldun"]
cp-venetian	Venetian	["Venice","Republic of Venice"]	 	 	697	1797	Mediterranean	Maritime republic and trading power, known for glass, art, and the unique canal city	state	mixed	metropolis	180000	iron	["vec"]	["christianity"]	["ws_005"]	[]	[]	italian	[]	[]	["Venice","Murano","Candia"]	["venice","gondola","doges","glass","carnival"]	["Venetian archives","Historical records"]
cp-ghanaian	Ghana Empire	["Wagadou"]	 	 	300	1200	West Africa	First major West African empire, wealthy from controlling trans-Saharan gold trade	state	mixed	town	5000000	iron	["snk"]	["animism-west-african","islam"]	[]	[]	[]		[]	[]	["Koumbi Saleh","Audaghost"]	["ghana","wagadou","gold","sahara"]	["Al-Bakri","Archaeological evidence"]
cp-mapuche	Mapuche	["Araucanians"]	 	 	-500	1883	South America	Indigenous people of south-central Chile and Argentina who resisted Inca and Spanish conquest	chiefdom	agricultural	village	1000000	stone	["arn"]	[]	[]	[]	[]		[]	[]	[]	["mapuche","araucania","chile","resistance"]	["Spanish chronicles","Oral traditions"]
cp-maori	Maori	["Tangata Whenua"]	 	 	1250	1840	Oceania	Polynesian people of New Zealand with rich carving, tattooing, and oral tradition	chiefdom	mixed	village	100000	stone	["mi"]	[]	[]	[]	[]		[]	[]	[]	["maori","haka","wharenui","moko"]	["Oral traditions","Archaeological evidence"]
cp-hawaiian	Hawaiian	["Hawaiians"]	 	 	400	1893	Oceania	Polynesian civilization of the Hawaiian Islands with complex social hierarchy and temple culture	chiefdom	agricultural	village	300000	stone	["haw"]	[]	[]	[]	[]		[]	[]	[]	["hawaiian","heiau","tiki","aloha"]	["Oral traditions","Archaeological evidence"]
cp-iroquois	Iroquois	["Haudenosaunee","Six Nations"]	 	 	1142	1800	North America	Sophisticated confederacy of nations with democratic governance that influenced the US Constitution	chiefdom	agricultural	village	100000	stone	["moh"]	[]	[]	[]	[]		[]	[]	[]	["iroquois","longhouse","wampum","confederacy"]	["Oral traditions","Colonial records"]
cp-inuit	Inuit	["Eskimo"]	 	 	1000	1900	North America	Arctic peoples with remarkable adaptations to extreme cold, sophisticated hunting technology	egalitarian	hunter-gatherer	nomadic	60000	stone	["iu"]	[]	[]	[]	[]		[]	[]	[]	["inuit","igloo","kayak","arctic"]	["Oral traditions","Archaeological evidence"]
cp-khitan	Khitan	["Liao Dynasty"]	 	 	907	1125	East Asia	Semi-nomadic empire in northern China known for dual administration of nomadic and sedentary peoples	empire	mixed	city-state	3000000	iron	["zkt"]	["buddhism","tengrism"]	[]	[]	[]		[]	[]	["Shangjing","Zhongjing"]	["khitan","liao","script","steppe"]	["Liaoshi","Chinese records"]
cp-jurchen	Jurchen	["Jin Dynasty"]	 	 	1115	1234	East Asia	Tungusic people who conquered northern China, predecessors of the Manchu	empire	mixed	city-state	40000000	iron	["juc"]	["buddhism","confucianism"]	[]	[]	[]	chinese	[]	[]	["Zhongdu","Kaifeng"]	["jurchen","jin","manchuria","gold"]	["Jinshi","Chinese records"]
cp-khwarezmian	Khwarezmian	["Khwarezmid Empire"]	 	 	1077	1231	Central Asia	Powerful Persianate empire of Central Asia destroyed by the Mongol invasion	empire	agricultural	city-state	5000000	iron	["fa"]	["islam"]	["ws_011"]	[]	[]	iranian	[]	[]	["Samarkand","Bukhara","Urgench","Merv"]	["khwarezm","silk-road","persia","central-asia"]	["Islamic histories","Archaeological evidence"]
cp-timur	Timurid	["Tamerlane's Empire"]	 	 	1370	1507	Central Asia	Empire of Timur known for architectural splendor and the Timurid Renaissance	empire	agricultural	metropolis	15000000	iron	["fa","chg"]	["islam"]	["ws_011"]	[]	[]	iranian	[]	[]	["Samarkand","Herat","Bukhara","Tabriz"]	["timurid","registan","samarkand","miniature"]	["Clavijo","Baburnama"]
cp-dorset	Dorset	["Dorset Culture"]	 	 	-500	1500	North America	Pre-Inuit Arctic culture known for miniature carved art and adaptation to extreme cold	egalitarian	hunter-gatherer	nomadic	10000	stone	[]	[]	[]	[]	[]		[]	[]	[]	["dorset","arctic","carving","paleo-eskimo"]	["Archaeological evidence"]
cp-clovis	Clovis	["Clovis Culture"]	 	clovis	-13500	-12800	North America	Earliest widespread culture in the Americas, known for distinctive fluted spear points	egalitarian	hunter-gatherer	nomadic	50000	stone	[]	[]	[]	[]	[]		[]	[]	["Clovis","Blackwater Draw"]	["clovis","point","megafauna","paleo-indian"]	["Archaeological evidence"]
cp-natufian	Natufian	["Natufians"]	 	natufian	-12500	-9500	Levant	Proto-agricultural culture that developed some of the earliest permanent settlements	egalitarian	hunter-gatherer	village	10000	stone	[]	[]	[]	[]	[]		[]	[]	["Ain Mallaha","Nahal Oren","Jericho"]	["natufian","proto-agriculture","levant","neolithic"]	["Archaeological evidence"]
cp-catalhoyuk	Catalhoyuk	["Catal Huyuk"]	 	catalhoyuk	-7500	-5700	Anatolia	One of the earliest known urban settlements, with remarkable wall paintings and bull imagery	egalitarian	agricultural	town	8000	stone	[]	[]	[]	[]	[]		[]	[]	["Catalhoyuk"]	["catalhoyuk","neolithic","bull","wall-painting"]	["Archaeological evidence","Hodder excavations"]
cp-yamnaya	Yamnaya	["Pit Grave culture"]	 	yamnaya	-3300	-2600	Central Asia	Proto-Indo-European steppe pastoralists whose migrations transformed Eurasia	chiefdom	pastoral	nomadic	500000	copper	["ine"]	[]	[]	[]	[]		[]	[]	[]	["yamnaya","steppe","kurgan","indo-european"]	["Genetic studies","Archaeological evidence"]
cp-linear-pottery	Linear Pottery	["LBK","Linearbandkeramik"]	 	linearbandk	-5500	-4500	Western Europe	First farming culture of central Europe, spreading agriculture from the Near East	egalitarian	agricultural	village	500000	stone	[]	[]	[]	[]	[]		[]	[]	["Langweiler","Bylany"]	["lbk","neolithic","pottery","farming"]	["Archaeological evidence"]
cp-bell-beaker	Bell Beaker	["Beaker culture"]	 	bell-beaker	-2800	-1800	Western Europe	Widespread European culture known for distinctive bell-shaped pottery and metalworking	chiefdom	mixed	village	2000000	copper	["ine"]	[]	[]	[]	[]		[]	[]	["Amesbury"]	["bell-beaker","copper","europe","pottery"]	["Archaeological evidence","Genetic studies"]
cp-corded-ware	Corded Ware	["Battle Axe culture"]	 	corded-ware	-2900	-2350	Northern Europe	Indo-European culture of northern Europe, likely ancestral to Germanic and Baltic peoples	chiefdom	mixed	village	1000000	copper	["ine"]	[]	[]	[]	[]		[]	[]	[]	["corded-ware","battle-axe","indo-european","europe"]	["Archaeological evidence","Genetic studies"]
cp-vincha	Vinca	["Vinca culture"]	 	vincha	-5500	-4500	Eastern Europe	Neolithic culture of the Balkans with one of the earliest known symbol systems	egalitarian	agricultural	village	200000	copper	[]	[]	[]	[]	[]		[]	[]	["Vinca","Belo Brdo"]	["vinca","balkans","neolithic","symbols"]	["Archaeological evidence"]
cp-cucuteni	Cucuteni-Trypillia	["Trypillia"]	 	cucuteni-trypillia	-5500	-2750	Eastern Europe	Neolithic culture known for massive settlements (mega-sites) and painted pottery	egalitarian	agricultural	town	100000	copper	[]	[]	[]	[]	[]		[]	[]	["Talianki","Maidanetske"]	["cucuteni","trypillia","mega-site","pottery"]	["Archaeological evidence"]
cp-harappan-mature	Mature Harappan	["Indus Valley Civilization"]	indus-valley	indus-valley	-2600	-1900	South Asia	Peak phase of the Indus Valley Civilization with standardized urban planning and trade networks	state	agricultural	city-state	5000000	bronze	[]	[]	[]	[]	[]		[]	[]	["Mohenjo-daro","Harappa","Dholavira","Lothal"]	["harappan","indus","seal","great-bath"]	["Archaeological evidence"]
cp-mehrgarh	Mehrgarh	["Mehrgarh culture"]	 	mehrgarh	-7000	-2500	South Asia	One of the earliest farming settlements in South Asia, precursor to the Indus Valley Civilization	egalitarian	agricultural	village	20000	stone	[]	[]	[]	[]	[]		[]	[]	["Mehrgarh"]	["mehrgarh","neolithic","farming","balochistan"]	["Archaeological evidence"]
cp-lapita	Lapita	["Lapita culture"]	 	lapita	-1600	-500	Oceania	Austronesian seafaring culture that colonized the Pacific, ancestors of Polynesians	chiefdom	mixed	village	100000	stone	["map"]	[]	[]	[]	[]		[]	[]	[]	["lapita","pottery","pacific","navigation"]	["Archaeological evidence"]
cp-ban-chiang	Ban Chiang	["Ban Chiang culture"]	 	ban-chiang	-3600	200	Southeast Asia	Bronze Age culture of Thailand known for painted pottery and early metalworking	chiefdom	agricultural	village	50000	bronze	[]	[]	[]	[]	[]	thai	[]	[]	["Ban Chiang"]	["ban-chiang","bronze","thailand","pottery"]	["Archaeological evidence"]
cp-caral	Caral-Supe	["Norte Chico"]	 	caral-supe	-3000	-1800	South America	Oldest known civilization in the Americas, with monumental architecture but no pottery or writing	state	mixed	town	20000	stone	[]	[]	[]	[]	[]		[]	[]	["Caral","Aspero"]	["caral","norte-chico","pyramid","peru"]	["Archaeological evidence"]
cp-gobekli-tepe	Gobekli Tepe	["Gobekli Tepe builders"]	 	gobekli-tepe	-9500	-8000	Anatolia	Builders of the world's oldest known monumental architecture, predating agriculture	egalitarian	hunter-gatherer	village	500	stone	[]	[]	[]	[]	[]		[]	[]	["Gobekli Tepe"]	["gobekli-tepe","pillar","neolithic","turkey"]	["Archaeological evidence","Schmidt excavations"]
