id	culture_profile_id	category	title	description	social_class	gender_context	age_group	season	time_period_start	time_period_end	sources
dl-234	cp-ottoman	commerce	Grand Bazaar Commerce	Istanbul's Grand Bazaar housed over four thousand shops organized by trade in covered streets, with hans (caravanserais) providing lodging and storage for traveling merchants.	merchant	all	adult	all	1461	1922	["Faroqhi, Suraiya. Subjects of the Sultan"]
dl-235	cp-ottoman	occupation	Janissary Corps	The devshirme system recruited Christian boys to serve as Janissary soldiers, who lived in barracks, remained celibate, and formed the empire's elite military force.	military	male	child	all	1363	1826	["Goodwin, Jason. Lords of the Horizons"]
dl-236	cp-ottoman	law	Sharia and Kanun Dual System	Ottoman justice operated through dual courts: sharia courts applying Islamic law for personal matters, and kanun courts applying the sultan's secular regulations.	all	all	adult	all	1299	1922	["Imber, Colin. The Ottoman Empire"]
dl-237	cp-ottoman	recreation	Shadow Puppet Theater	Karagöz shadow puppet theater entertained Ottoman audiences with comic stories featuring stock characters, performed behind illuminated screens at cafes and festivals.	all	all	all	all	1400	1922	["And, Metin. Karagöz: Turkish Shadow Theatre"]
dl-238	cp-ottoman	transportation	Camel Caravans	Ottoman long-distance trade relied on camel caravans linking cities across the empire, with caravanserais spaced at daily intervals providing shelter and water.	merchant	male	adult	all	1299	1922	["Faroqhi, Suraiya. Pilgrims and Sultans"]
dl-239	cp-ottoman	hygiene	Ottoman Hammam Bathing	Ottoman hammams combined hot steam rooms, warm bathing rooms, and cold plunge pools, with attendants providing massage, exfoliation, and hair removal services.	all	all	adult	all	1299	1922	["Necipoğlu, Gülru. The Age of Sinan"]
dl-240	cp-ottoman	timekeeping	Alla Turca Time System	Ottomans used the alla turca time system, setting clocks to twelve at sunset and counting forward, meaning the displayed time shifted daily with sunset changes.	all	all	all	all	1299	1922	["Wishnitzer, Avner. Reading Clocks, Alla Turca"]
dl-241	cp-ottoman	housing	Yali Waterside Villas	Wealthy Ottomans built yalis, elegant wooden villas along the Bosphorus with overhanging upper floors, sea-facing reception rooms, and private docks.	elite	all	all	all	1600	1922	["Goodwin, Godfrey. A History of Ottoman Architecture"]
dl-242	cp-ottoman	diet	Pilaf and Kebab	Ottoman daily meals centered on pilaf (buttered rice), kebabs (grilled meats), and yogurt, with bread (pide) accompanying every meal.	all	all	all	all	1299	1922	["Zubaida, Sami. A Taste of Thyme"]
dl-243	cp-ottoman	social_customs	Tulip Festival Era	During the Tulip Period (1718-1730), Ottoman elites cultivated rare tulip varieties and held elaborate nighttime garden festivals illuminated by candles attached to tortoises.	elite	all	adult	spring	1718	1730	["Goody, Jack. The Culture of Flowers"]
dl-244	cp-mongol	housing	Ger (Yurt) Dwellings	Mongol families lived in gers (yurts), portable felt-covered lattice-frame tents that could be assembled or dismantled in under an hour for seasonal migration.	all	all	all	all	1206	1368	["Man, John. Genghis Khan"]
dl-245	cp-mongol	diet	Airag Fermented Mare's Milk	Mongols consumed large quantities of airag (fermented mare's milk), their principal beverage, along with dried meat (borts), cheese curds, and mutton.	all	all	all	all	1206	1368	["Ratchnevsky, Paul. Genghis Khan: His Life and Legacy"]
dl-246	cp-mongol	clothing	Deel Robe	Mongols wore the deel, a heavy wraparound robe belted at the waist, with fur lining in winter and lighter fabric in summer, adapted for mounted life.	all	all	adult	all	1206	1368	["Allsen, Thomas. Commodity and Exchange in the Mongol Empire"]
dl-247	cp-mongol	occupation	Pastoral Nomadic Herding	Mongol families herded the five sacred animals (horse, cattle, sheep, goat, camel), moving seasonally between pastures to sustain their livestock.	common	all	adult	all	1206	1368	["Barfield, Thomas. The Perilous Frontier"]
dl-248	cp-mongol	social_customs	Naadam Festival Games	Mongols celebrated through naadam festivals featuring the three manly sports: horse racing over long distances, archery, and wrestling contests.	all	male	adult	summer	1206	1368	["Ratchnevsky, Paul. Genghis Khan: His Life and Legacy"]
dl-249	cp-mongol	law	Yasa Legal Code	Genghis Khan's Yasa legal code governed Mongol life with strict rules including death for theft, required hospitality to travelers, and religious tolerance.	all	all	adult	all	1206	1368	["Morgan, David. The Mongols"]
dl-250	cp-mongol	commerce	Yam Postal Relay System	The Mongol yam (postal relay system) maintained stations every 25-30 miles across the empire, providing fresh horses and supplies for messengers and merchants.	all	male	adult	all	1206	1368	["Allsen, Thomas. Culture and Conquest in Mongol Eurasia"]
dl-251	cp-mongol	transportation	Horseback Riding	Mongol children learned to ride at age three, and adults spent most of their waking hours on horseback, eating, drinking, and even sleeping in the saddle during campaigns.	all	all	all	all	1206	1368	["May, Timothy. The Mongol Art of War"]
dl-252	cp-mongol	recreation	Archery Contests	Mongol archery competitions tested accuracy and distance using composite bows from horseback, with both men and women participating in competitions.	all	all	adult	all	1206	1368	["Ratchnevsky, Paul. Genghis Khan: His Life and Legacy"]
dl-253	cp-mongol	hygiene	Avoidance of Water Pollution	Mongols avoided washing in running water, believing it angered water spirits, instead using wet cloths and scraping to clean the body.	all	all	all	all	1206	1368	["Morgan, David. The Mongols"]
dl-254	cp-mongol	education	Oral Tradition and Apprenticeship	Mongol education was entirely practical and oral, with children learning herding, riding, archery, and survival skills through direct apprenticeship to family elders.	all	all	child	all	1206	1368	["Barfield, Thomas. The Perilous Frontier"]
dl-255	cp-mongol	timekeeping	Animal Cycle Calendar	Mongols used a twelve-year animal cycle calendar borrowed from Turkic and Chinese traditions, naming years after animals including mouse, ox, tiger, and horse.	all	all	all	all	1206	1368	["Ratchnevsky, Paul. Genghis Khan: His Life and Legacy"]
dl-256	cp-mongol	housing	Imperial Tent Palaces	The Great Khan's camp featured enormous white felt gers mounted on wheeled platforms pulled by oxen, with gold-threaded interiors hosting thousands of guests.	elite	all	all	all	1206	1368	["Man, John. Genghis Khan"]
dl-257	cp-mongol	diet	Boiled Mutton	Boiled mutton was the centerpiece of Mongol meals, prepared in large iron cauldrons with the meat distributed by rank, the choicest cuts going to honored guests.	all	all	all	all	1206	1368	["Allsen, Thomas. Commodity and Exchange in the Mongol Empire"]
dl-258	cp-mongol	social_customs	Hospitality Obligations	Mongol custom demanded absolute hospitality to travelers, requiring any family to offer food, drink, and shelter to strangers entering their ger.	all	all	adult	all	1206	1368	["Morgan, David. The Mongols"]
dl-259	cp-byzantine	housing	Constantinople Apartment Buildings	Middle-class Byzantines lived in multi-story apartment buildings in Constantinople, with shops on the ground floor and residential quarters above.	common	all	all	all	330	1453	["Magdalino, Paul. Constantinople Médiévale"]
dl-260	cp-byzantine	diet	Byzantine Bread and Wine	Byzantine daily meals centered on bread (the state subsidized bread distribution), supplemented with olive oil, cheese, legumes, vegetables, and wine.	common	all	all	all	330	1453	["Dalby, Andrew. Flavours of Byzantium"]
dl-261	cp-byzantine	clothing	Tunica and Dalmatic	Byzantines wore layered tunics, with officials wearing the dalmatic, an ornate outer garment decorated with embroidered panels (clavi) and jeweled bands.	all	all	adult	all	330	1453	["Ball, Jennifer. Byzantine Dress"]
dl-262	cp-byzantine	education	University of Constantinople	The University of Constantinople taught philosophy, law, rhetoric, and science, with instruction in Greek providing higher education to elites across the empire.	elite	male	adult	all	425	1453	["Browning, Robert. The Byzantine Empire"]
dl-263	cp-byzantine	social_customs	Chariot Racing Factions	Byzantine citizens passionately supported the Blue or Green chariot racing factions at the Hippodrome, which also served as political and social organizations.	all	male	all	all	330	1204	["Cameron, Alan. Circus Factions"]
dl-264	cp-byzantine	commerce	Silk Trade Monopoly	The Byzantine state controlled silk production and trade through imperial workshops, with silk serving as diplomatic currency and luxury export commodity.	merchant	all	adult	all	552	1453	["Muthesius, Anna. Byzantine Silk Weaving"]
dl-265	cp-byzantine	occupation	Imperial Bureaucracy	Byzantine administration employed thousands of bureaucrats organized in elaborate hierarchies, with officials distinguished by specific titles, robes, and ceremonial insignia.	elite	male	adult	all	330	1453	["Haldon, John. Byzantium in the Seventh Century"]
dl-266	cp-byzantine	law	Justinian's Code	Justinian's legal code (Corpus Juris Civilis) systematized Roman law and formed the basis of Byzantine jurisprudence administered through professional judges.	all	all	adult	all	529	1453	["Humfress, Caroline. Orthodoxy and the Courts in Late Antiquity"]
dl-267	cp-byzantine	recreation	Hippodrome Spectacles	The Hippodrome of Constantinople hosted chariot races, acrobatic performances, and imperial ceremonies attended by up to 100,000 spectators.	all	all	all	all	330	1204	["Guilland, Rodolphe. Études de topographie de Constantinople byzantine"]
dl-268	cp-byzantine	hygiene	Public Bath Traditions	Byzantines maintained the Roman tradition of public baths, though increasingly associated with charitable institutions and hospitals rather than leisure.	all	all	all	all	330	1453	["Berger, Albrecht. Das Bad in der byzantinischen Zeit"]
dl-269	cp-byzantine	transportation	Golden Horn Shipping	Constantinople's Golden Horn harbor served as the empire's maritime hub, with Byzantine dromons and merchant ships connecting the capital to the Mediterranean and Black Sea.	merchant	all	adult	all	330	1453	["Pryor, John. Geography, Technology, and War"]
dl-270	cp-byzantine	timekeeping	Liturgical Hours	Byzantine daily life followed the liturgical hours marked by church bells, with the day structured around the morning, third, sixth, and ninth hours of prayer.	all	all	all	all	330	1453	["Taft, Robert. The Liturgy of the Hours in East and West"]
dl-271	cp-byzantine	housing	Imperial Palace Complex	The Great Palace of Constantinople sprawled across terraces overlooking the sea, containing throne rooms, chapels, gardens, and workshops within fortified walls.	elite	all	all	all	330	1204	["Mango, Cyril. The Art of the Byzantine Empire"]
dl-272	cp-byzantine	social_customs	Icon Veneration	Byzantine households maintained icon corners where family members prayed before painted images of Christ, the Virgin, and saints as part of daily devotion.	all	all	all	all	843	1453	["Cormack, Robin. Icons"]
dl-273	cp-tang-chinese	housing	Chang'an Ward System	Tang dynasty residents of Chang'an lived in walled wards (fang), each locked at night by drum signal, with homes ranging from aristocratic mansions to small courtyard houses.	all	all	all	all	618	907	["Xiong, Victor. Sui-Tang Chang'an"]
dl-274	cp-tang-chinese	diet	Tang Cosmopolitan Cuisine	Tang Chinese cuisine incorporated foreign influences, including Central Asian grilled mutton, Indian sugar refining, and Persian-style flatbreads sold at Chang'an markets.	all	all	all	all	618	907	["Schafer, Edward. The Golden Peaches of Samarkand"]
dl-275	cp-tang-chinese	clothing	Tang Silk Fashion	Tang women wore high-waisted silk skirts with flowing sleeves, with fashions evolving to include daring low necklines and even trouser-wearing influenced by Central Asian styles.	all	female	adult	all	618	907	["Benn, Charles. China's Golden Age"]
dl-276	cp-tang-chinese	education	Imperial Examination System	The Tang civil service examination system tested candidates on Confucian classics, poetry composition, and policy essays, with success bringing prestige and government appointment.	elite	male	adult	all	618	907	["Elman, Benjamin. A Cultural History of Civil Examinations in Late Imperial China"]
dl-277	cp-tang-chinese	social_customs	Tea Drinking Culture	Tea culture flourished in the Tang dynasty following Lu Yu's Classic of Tea, with tea preparation becoming a refined art involving specific vessels, water, and techniques.	all	all	adult	all	618	907	["Benn, Charles. China's Golden Age"]
dl-278	cp-tang-chinese	commerce	Eastern and Western Markets	Chang'an's Eastern and Western Markets were vast commercial districts operating on fixed schedules, with the Western Market specializing in foreign luxury goods.	merchant	all	adult	all	618	907	["Xiong, Victor. Sui-Tang Chang'an"]
dl-279	cp-tang-chinese	occupation	Porcelain Production	Tang artisans developed high-fired porcelain and the distinctive three-color (sancai) glazed pottery used for both domestic wares and export trade goods.	common	male	adult	all	618	907	["Vainker, Shelagh. Chinese Pottery and Porcelain"]
dl-280	cp-tang-chinese	recreation	Polo Playing	Polo (jiqiu) was wildly popular among Tang elites, played by both men and women, with Emperor Xuanzong himself an avid player.	elite	all	adult	all	618	907	["Benn, Charles. China's Golden Age"]
dl-281	cp-tang-chinese	law	Tang Legal Code	The Tang Code (Tanglü shuyi) established a comprehensive legal system with graded punishments including beatings, penal servitude, exile, and death, serving as a model across East Asia.	all	all	adult	all	624	907	["Johnson, Wallace. The Tang Code"]
dl-282	cp-tang-chinese	hygiene	Incense and Fragrance Culture	Tang Chinese burned incense in their homes and clothing daily, with rare imported aromatics like frankincense and aloeswood prized for both spiritual and hygienic purposes.	all	all	all	all	618	907	["Schafer, Edward. The Golden Peaches of Samarkand"]
dl-283	cp-tang-chinese	transportation	Grand Canal Shipping	The Grand Canal connected northern and southern China, carrying grain tribute and commercial goods on flat-bottomed boats that formed the empire's economic lifeline.	merchant	all	adult	all	618	907	["Needham, Joseph. Science and Civilisation in China, Vol. 4"]
dl-284	cp-tang-chinese	timekeeping	Drum Tower Announcements	Tang cities marked the hours with drum towers that beat watches through the night and signaled the opening and closing of city gates and market districts.	all	all	all	all	618	907	["Benn, Charles. China's Golden Age"]
dl-285	cp-tang-chinese	housing	Buddhist Monastery Life	Tang Buddhist monasteries housed thousands of monks who followed strict daily schedules of meditation, chanting, study, and labor beginning before dawn.	priestly	male	adult	all	618	907	["Kieschnick, John. The Impact of Buddhism on Chinese Material Culture"]
dl-286	cp-tang-chinese	diet	Noodle and Dumpling Dishes	Tang Chinese consumed various forms of wheat-based foods including noodles (mian) and dumplings (jiaozi), prepared by boiling, steaming, or frying.	common	all	all	all	618	907	["Huang, H.T. Science and Civilisation in China, Vol. 6"]
dl-287	cp-tang-chinese	social_customs	Qingming Tomb Sweeping	During the Qingming festival, Tang families visited ancestral graves to sweep tombs, make offerings of food and paper goods, and enjoy spring outings.	all	all	all	spring	618	907	["Benn, Charles. China's Golden Age"]
dl-288	cp-joseon-korean	housing	Hanok Traditional Houses	Joseon commoners lived in hanok houses with ondol underfloor heating systems, where hot air from a kitchen fire circulated through stone channels beneath the floor.	common	all	all	winter	1392	1897	["Clark, Donald. Culture and Customs of Korea"]
dl-289	cp-joseon-korean	diet	Bap and Banchan Meals	Joseon Koreans ate meals of steamed rice (bap) with multiple small side dishes (banchan) including kimchi, pickled vegetables, and fermented soybean paste.	all	all	all	all	1392	1897	["Pettid, Michael. Korean Cuisine: An Illustrated History"]
dl-290	cp-joseon-korean	clothing	Hanbok Dress	Joseon Koreans wore hanbok, consisting of a jeogori jacket and baji trousers for men or chima skirt for women, with color and material indicating social status.	all	all	adult	all	1392	1897	["Lee, Kyung-ja. Traditional Korean Costume"]
dl-291	cp-joseon-korean	education	Seodang Village Schools	Joseon boys attended seodang village schools from age seven, learning Chinese characters, Confucian classics, and calligraphy in preparation for the civil service examinations.	all	male	child	all	1392	1897	["Seth, Michael. Education Fever"]
dl-292	cp-joseon-korean	social_customs	Confucian Ancestor Rites	Joseon families performed elaborate jesa ancestor memorial rites on death anniversaries, preparing specific foods and bowing rituals prescribed by Confucian protocol.	all	all	adult	all	1392	1897	["Deuchler, Martina. The Confucian Transformation of Korea"]
dl-293	cp-joseon-korean	occupation	Celadon Pottery	Joseon artisans produced buncheong and later white porcelain ceramics, with potters organized in government-supervised kilns producing wares for court and commoners.	common	male	adult	all	1392	1897	["Kang, Kyung-sook. Korean Ceramics"]
dl-294	cp-joseon-korean	commerce	Five-Day Market Cycle	Joseon rural commerce operated on a five-day market rotation system, with traveling merchants (bobu-sang) carrying goods between villages on back frames.	merchant	all	adult	all	1392	1897	["Palais, James. Confucian Statecraft and Korean Institutions"]
dl-295	cp-joseon-korean	law	Joseon Legal Code	The Gyeongguk Daejeon legal code governed Joseon society with detailed regulations covering criminal law, taxation, land ownership, and social hierarchy.	all	all	adult	all	1469	1897	["Palais, James. Confucian Statecraft and Korean Institutions"]
dl-296	cp-joseon-korean	hygiene	Ondol Heated Bathing	Joseon Koreans bathed using heated water in their homes, with the ondol heating system providing warmth for winter bathing in private.	all	all	all	winter	1392	1897	["Clark, Donald. Culture and Customs of Korea"]
dl-297	cp-joseon-korean	recreation	Ssireum Wrestling	Ssireum (Korean wrestling) was a popular folk sport during Joseon festivals, with competitors grasping cloth belts and trying to topple opponents to the ground.	all	male	adult	all	1392	1897	["Lee, Gwang. Traditional Korean Sports"]
dl-298	cp-joseon-korean	transportation	Sedan Chair Travel	Joseon elites and officials traveled in sedan chairs (gama) carried by bearers, while commoners walked or rode horses and oxen along mountain paths.	elite	all	adult	all	1392	1897	["Clark, Donald. Culture and Customs of Korea"]
dl-299	cp-joseon-korean	timekeeping	Water Clock at Gyeongbok Palace	King Sejong commissioned the jagyeongnu, an elaborate self-striking water clock at Gyeongbok Palace that automatically sounded hours using mechanical ball-release mechanisms.	all	all	all	all	1434	1897	["Needham, Joseph. Science and Civilisation in China, Vol. 3"]
dl-300	cp-joseon-korean	housing	Yangban Scholar Residences	Joseon yangban (scholar-official) families lived in compounds divided into sarangchae (men's quarters) and anchae (women's quarters), reflecting Confucian gender separation.	elite	all	all	all	1392	1897	["Deuchler, Martina. The Confucian Transformation of Korea"]
dl-301	cp-joseon-korean	diet	Kimchi Fermentation	Joseon households prepared kimjang (mass kimchi preparation) each autumn, fermenting napa cabbage with salt, chili, garlic, and fish sauce in buried earthenware jars for winter.	all	female	adult	autumn	1392	1897	["Pettid, Michael. Korean Cuisine: An Illustrated History"]
dl-302	cp-joseon-korean	social_customs	Strict Social Hierarchy	Joseon society enforced a rigid four-class system of yangban scholars, jungin professionals, sangmin commoners, and cheonmin lowest class, with strict rules governing inter-class interaction.	all	all	all	all	1392	1897	["Deuchler, Martina. The Confucian Transformation of Korea"]
dl-303	cp-swahili-coast	housing	Coral Stone Houses	Wealthy Swahili merchants built multi-story houses of coral stone with lime plaster, featuring carved wooden doors, indoor plumbing, and rooftop terraces.	elite	all	all	all	800	1500	["Horton, Mark. Shanga: The Archaeology of a Muslim Trading Community"]
dl-304	cp-swahili-coast	diet	Rice and Coconut Cuisine	Swahili coastal cuisine featured rice cooked in coconut milk, grilled fish, tropical fruits, and spiced stews reflecting both African and Indian Ocean culinary traditions.	all	all	all	all	800	1500	["Nurse, Derek. Swahili and Sabaki"]
dl-305	cp-swahili-coast	clothing	Kanzu and Kanga	Swahili men wore the kanzu (white robe) with a kofia cap, while women wore kanga cloth wraps with Swahili proverbs printed along the border.	all	all	adult	all	800	1500	["Fair, Laura. Pastimes and Politics"]
dl-306	cp-swahili-coast	commerce	Indian Ocean Trade	Swahili port cities like Kilwa and Mombasa served as entrepots exchanging African gold, ivory, and enslaved people for Indian textiles, Chinese porcelain, and Persian Gulf goods.	merchant	all	adult	all	800	1500	["Chittick, Neville. Kilwa: An Islamic Trading City"]
dl-307	cp-swahili-coast	social_customs	Maulidi Festival	Swahili communities celebrated the Prophet Muhammad's birthday (Maulidi) with poetry recitation, processions, communal feasting, and competitive musical performances.	all	all	all	all	800	1500	["Knappert, Jan. Swahili Islamic Poetry"]
dl-308	cp-swahili-coast	occupation	Dhow Building	Swahili shipwrights built ocean-going dhows using hand-sewn planks without nails, creating vessels capable of monsoon-wind voyages across the Indian Ocean.	common	male	adult	dry	800	1500	["Chittick, Neville. Kilwa: An Islamic Trading City"]
dl-309	cp-swahili-coast	education	Quranic Schools	Swahili children attended Quranic schools where they learned Arabic script, Quran recitation, and basic Islamic jurisprudence from local scholars.	all	all	child	all	800	1500	["Pouwels, Randall. Horn and Crescent"]
dl-310	cp-swahili-coast	law	Islamic Qadi Courts	Swahili city-states maintained qadi courts applying Islamic law for matters of marriage, inheritance, and commerce among the Muslim merchant class.	all	all	adult	all	800	1500	["Pouwels, Randall. Horn and Crescent"]
dl-311	cp-swahili-coast	transportation	Monsoon Sailing	Swahili merchants timed trading voyages to the monsoon winds, sailing northeast to Arabia and India from November to March, returning with the southwest monsoon.	merchant	male	adult	wet	800	1500	["Chittick, Neville. Kilwa: An Islamic Trading City"]
dl-312	cp-swahili-coast	recreation	Taarab Music	Swahili communities enjoyed taarab music performances blending Arabic melodic modes with African rhythms, performed at weddings and celebrations.	all	all	adult	all	800	1500	["Fair, Laura. Pastimes and Politics"]
dl-313	cp-swahili-coast	hygiene	Henna Body Art	Swahili women applied henna paste in intricate patterns on hands and feet for celebrations, combining decorative tradition with antiseptic properties.	all	female	adult	all	800	1500	["Horton, Mark. Shanga: The Archaeology of a Muslim Trading Community"]
dl-314	cp-swahili-coast	timekeeping	Islamic Prayer Times	Swahili daily life was structured around the five Islamic prayer times, announced by muezzins from coral-stone mosques in every trading town.	all	all	all	all	800	1500	["Pouwels, Randall. Horn and Crescent"]
dl-315	cp-swahili-coast	housing	Wattle-and-Daub Commoner Houses	Ordinary Swahili coast residents lived in wattle-and-daub houses with thatched makuti palm roofs, arranged in neighborhoods around the stone-built town core.	common	all	all	all	800	1500	["Horton, Mark. Shanga: The Archaeology of a Muslim Trading Community"]
dl-316	cp-inca	housing	Kancha Compound Housing	Inca families lived in kancha compounds of rectangular stone buildings arranged around a central courtyard, with thatched ichu grass roofs.	common	all	all	all	1400	1533	["D'Altroy, Terence. The Incas"]
dl-317	cp-inca	diet	Chuño Freeze-Dried Potatoes	Inca highlanders preserved potatoes by freeze-drying them into chuño through repeated cycles of overnight freezing and daytime sun exposure, creating a storable staple food.	common	all	all	winter	1400	1533	["Murra, John. The Economic Organization of the Inka State"]
dl-318	cp-inca	clothing	Aqsu Woven Garments	Inca women wore the aqsu, a rectangular cloth wrapped around the body and pinned at the shoulders with tupu pins, with textile patterns indicating ethnic identity.	all	female	adult	all	1400	1533	["Murra, John. The Economic Organization of the Inka State"]
dl-319	cp-inca	occupation	Mit'a Labor Service	All Inca commoners owed mit'a labor service to the state, rotating through tasks including farming state lands, building roads, serving in the military, and mining.	common	all	adult	all	1400	1533	["D'Altroy, Terence. The Incas"]
dl-320	cp-inca	social_customs	Chicha Beer Rituals	Inca ceremonial life centered on chicha (corn beer) brewed by acllas (chosen women), poured as offerings to the earth (Pachamama) and shared at every public gathering.	all	all	adult	all	1400	1533	["Morris, Craig. The Inka Empire and Its Andean Origins"]
dl-321	cp-inca	commerce	Quipu Record Keeping	Inca administrators used quipus, knotted string devices, to record census data, tribute obligations, and inventories in a system managed by trained quipucamayocs.	elite	all	adult	all	1400	1533	["Urton, Gary. Signs of the Inka Khipu"]
dl-322	cp-inca	education	Yachay Wasi Schools	Sons of Inca nobles attended the yachay wasi (house of learning) in Cusco, studying quipu reading, history, astronomy, and Quechua language for four years.	elite	male	child	all	1400	1533	["D'Altroy, Terence. The Incas"]
dl-323	cp-inca	law	Inca Tripartite Law	Inca law followed three foundational rules: ama suwa (do not steal), ama llulla (do not lie), ama qhilla (do not be lazy), with severe punishments for violations.	all	all	all	all	1400	1533	["D'Altroy, Terence. The Incas"]
dl-324	cp-inca	transportation	Inca Road System	The Inca maintained over 30,000 kilometers of paved roads through mountains with suspension bridges, rest stations (tambos), and chasqui relay runners carrying messages.	all	all	adult	all	1400	1533	["Hyslop, John. The Inka Road System"]
dl-325	cp-inca	recreation	Inti Raymi Sun Festival	The Inti Raymi festival at the winter solstice in Cusco featured days of feasting, music, dancing, and llama sacrifices honoring Inti the sun god.	all	all	all	winter	1400	1533	["D'Altroy, Terence. The Incas"]
dl-326	cp-inca	hygiene	Communal Bathing Springs	Inca royalty and commoners bathed in natural hot springs and channeled water systems, with the royal baths at Tambomachay featuring carved stone fountains.	all	all	all	all	1400	1533	["Niles, Susan. The Shape of Inca History"]
dl-327	cp-inca	timekeeping	Ceque Line Calendar	The Inca used a system of 41 ceque lines radiating from Cusco's Coricancha temple, with 328 huacas (sacred points) marking calendar dates and astronomical observations.	priestly	all	all	all	1400	1533	["Zuidema, R. Tom. Inca Civilization in Cuzco"]
dl-328	cp-inca	housing	Aclla Wasi Convents	The aclla wasi housed chosen women (acllas) selected for beauty and skill, who wove fine textiles, brewed chicha, and served religious functions.	elite	female	adult	all	1400	1533	["Silverblatt, Irene. Moon, Sun, and Witches"]
dl-329	cp-inca	diet	Guinea Pig Roasting	Inca families raised guinea pigs (cuy) indoors as a primary protein source, roasting them whole for special occasions and daily meals.	all	all	all	all	1400	1533	["Murra, John. The Economic Organization of the Inka State"]
dl-330	cp-inca	clothing	Cumbi Cloth for Elites	Inca nobles wore garments of cumbi, an extremely fine tapestry-woven cloth produced by aclla women and specialist weavers using vicuña wool.	elite	all	adult	all	1400	1533	["Murra, John. The Economic Organization of the Inka State"]
dl-331	cp-maya	housing	Maya Limestone Houses	Maya elites lived in multi-room masonry houses with corbeled arches and lime-plastered walls, while commoners occupied thatched-roof houses on stone platforms.	all	all	all	all	-2000	1500	["Sharer, Robert. The Ancient Maya"]
dl-332	cp-maya	diet	Maize Nixtamalization	Maya women processed maize through nixtamalization, soaking kernels in lime water to release niacin, then grinding them on a metate to make masa for tortillas and tamales.	all	female	adult	all	-2000	1500	["Coe, Sophie. America's First Cuisines"]
dl-333	cp-maya	clothing	Jade and Cotton Dress	Maya elites wore cotton garments dyed with natural pigments and adorned with jade jewelry, while commoners wore simple loincloths and huipil garments.	all	all	adult	all	-2000	1500	["Schele, Linda. A Forest of Kings"]
dl-334	cp-maya	education	Scribal Training for Elites	Maya scribes (ah tz'ib) learned the complex hieroglyphic writing system through years of palace-based training, mastering both phonetic and logographic signs.	elite	male	child	all	-400	900	["Coe, Michael. Breaking the Maya Code"]
dl-335	cp-maya	social_customs	Bloodletting Rituals	Maya royalty and elites performed auto-sacrifice by piercing tongues, ears, or genitals with stingray spines or obsidian blades to communicate with ancestors and gods.	elite	all	adult	all	-400	900	["Schele, Linda. A Forest of Kings"]
dl-336	cp-maya	occupation	Slash-and-Burn Agriculture	Maya farmers practiced milpa agriculture, clearing forest plots by slash-and-burn, planting maize, beans, and squash together, then rotating to new fields after a few seasons.	common	male	adult	dry	-2000	1500	["Sharer, Robert. The Ancient Maya"]
dl-337	cp-maya	commerce	Cacao Currency	Cacao beans served as currency in Maya markets, with standardized exchange rates for goods and a long-distance trade network connecting highland and lowland regions.	merchant	all	adult	all	-400	1500	["McAnany, Patricia. Living with the Ancestors"]
dl-338	cp-maya	law	Divine Kingship Justice	Maya ahau (kings) served as supreme judges, with royal courts depicted on painted ceramics hearing cases and administering punishments including sacrifice.	elite	male	adult	all	-400	900	["Martin, Simon. Chronicle of the Maya Kings and Queens"]
dl-339	cp-maya	recreation	Pok-a-tok Ball Game	The Maya ball game pok-a-tok was played on I-shaped stone courts, with players using hips and forearms to keep a heavy rubber ball in play, carrying deep ritual significance.	all	male	adult	all	-2000	1500	["Whittington, E. Michael. The Sport of Life and Death"]
dl-340	cp-maya	hygiene	Sweat Bath Purification	Maya used sweat baths (temezcal) for physical cleansing, healing, and spiritual purification, with steam generated by pouring water over heated stones.	all	all	all	all	-2000	1500	["Groark, Kevin. Vital Warmth and Well-Being"]
dl-341	cp-maya	transportation	Sacbe Causeways	Maya cities were connected by sacbeob (white roads), raised limestone causeways up to 100 kilometers long, facilitating foot travel and processions between centers.	all	all	adult	all	-400	900	["Sharer, Robert. The Ancient Maya"]
dl-342	cp-maya	timekeeping	Long Count Calendar	Maya priests tracked time using the Long Count calendar, counting days from a mythological creation date in 3114 BCE with remarkable mathematical precision.	priestly	all	adult	all	-400	900	["Aveni, Anthony. Empires of Time"]
dl-343	cp-maya	housing	Thatched Commoner Houses	Maya commoners lived in single-room houses with pole-and-thatch walls and palm-leaf roofs built on low stone platforms, a design still used in the Yucatan today.	common	all	all	all	-2000	1500	["Sharer, Robert. The Ancient Maya"]
dl-344	cp-maya	diet	Chocolate Ritual Drink	Maya elites consumed chocolate as a frothy ceremonial beverage, flavored with chili and sometimes mixed with maize gruel, served in painted cylindrical vessels.	elite	all	adult	all	-400	1500	["Coe, Sophie. The True History of Chocolate"]
dl-345	cp-maya	social_customs	Cranial Modification	Maya elites practiced cranial modification on infants, binding boards to the forehead to create an elongated skull shape considered a mark of beauty and status.	elite	all	child	all	-400	900	["Tiesler, Vera. The Bioarchaeology of Artificial Cranial Modifications"]
dl-346	cp-polynesian	housing	Meeting House (Wharenui)	Polynesian communities centered on elaborately carved meeting houses that served as social, political, and spiritual gathering places for the extended family group.	all	all	all	all	300	1800	["Kirch, Patrick. On the Road of the Winds"]
dl-347	cp-polynesian	diet	Poi from Taro	Hawaiians pounded cooked taro root into poi, a starchy paste that served as the dietary staple, often fermented for several days to develop a sour flavor.	all	all	all	all	300	1800	["Kirch, Patrick. Feathered Gods and Fishhooks"]
