id	cuisine_id	name	food_type	time_origin	time_end
indonesian-nagasari	indonesian	Nagasari	Dessert	500	null
indonesian-getuk	indonesian	Getuk	Dessert	500	null
indonesian-kue-putu	indonesian	Kue Putu	Dessert	500	null
indonesian-serabi	indonesian	Serabi	Dessert	500	null
indonesian-pisang-goreng	indonesian	Pisang Goreng	Fried Banana	500	null
indonesian-pisang-rai	indonesian	Pisang Rai	Dessert	500	null
indonesian-es-campur	indonesian	Es Campur	Dessert	500	null
indonesian-es-teler	indonesian	Es Teler	Dessert	500	null
indonesian-es-cendol	indonesian	Es Cendol	Dessert	500	null
indonesian-es-dawet	indonesian	Es Dawet	Dessert	500	null
indonesian-es-kacang-merah	indonesian	Es Kacang Merah	Dessert	500	null
indonesian-kolak	indonesian	Kolak	Dessert	500	null
indonesian-bubur-sumsum	indonesian	Bubur Sumsum	Dessert	500	null
indonesian-bubur-candil	indonesian	Bubur Candil	Dessert	500	null
indonesian-ongol-ongol	indonesian	Ongol-Ongol	Dessert	500	null
indonesian-kue-cubit	indonesian	Kue Cubit	Dessert	500	null
indonesian-kue-pancong	indonesian	Kue Pancong	Dessert	500	null
indonesian-lemang	indonesian	Lemang	Rice Dish	500	null
indonesian-dodol	indonesian	Dodol	Candy	500	null
indonesian-wajik	indonesian	Wajik	Dessert	500	null
indonesian-jenang	indonesian	Jenang	Dessert	500	null
indonesian-kopi-tubruk	indonesian	Kopi Tubruk	Beverage	500	null
indonesian-teh-botol	indonesian	Teh Botol	Beverage	500	null
indonesian-es-kelapa-muda	indonesian	Es Kelapa Muda	Beverage	500	null
indonesian-wedang-jahe	indonesian	Wedang Jahe	Beverage	500	null
indonesian-bajigur	indonesian	Bajigur	Beverage	500	null
indonesian-bandrek	indonesian	Bandrek	Beverage	500	null
indonesian-arak-bali	indonesian	Arak Bali	Beverage	500	null
iranian-kebab	iranian	Kebab	Grilled Meat	-1000	null
iranian-tahdig	iranian	Tahdig	Rice Dish	-1000	null
iranian-ghormeh-sabzi	iranian	Ghormeh Sabzi	Stew	-1000	null
iranian-fesenjan	iranian	Fesenjan	Stew	-1000	null
iranian-zereshk-polo	iranian	Zereshk Polo	Rice Dish	-1000	null
iranian-baghali-polo	iranian	Baghali Polo	Rice Dish	-1000	null
iranian-koobideh	iranian	Koobideh	Grilled Meat	-1000	null
iranian-joojeh-kabab	iranian	Joojeh Kabab	Grilled Chicken	-1000	null
iranian-barg-kabab	iranian	Barg Kabab	Grilled Meat	-1000	null
iranian-khoresh-gheymeh	iranian	Khoresh Gheymeh	Stew	-1000	null
iranian-khoresh-karafs	iranian	Khoresh Karafs	Stew	-1000	null
iranian-khoresh-bademjan	iranian	Khoresh Bademjan	Stew	-1000	null
iranian-ash-reshteh	iranian	Ash Reshteh	Soup	-1000	null
iranian-abgoosht	iranian	Abgoosht	Soup/Stew	-1000	null
iranian-halim	iranian	Halim	Porridge	-1000	null
iranian-kashk-e-bademjan	iranian	Kashk-e Bademjan	Appetizer	-1000	null
iranian-mirza-ghasemi	iranian	Mirza Ghasemi	Appetizer	-1000	null
iranian-kuku-sabzi	iranian	Kuku Sabzi	Frittata	-1000	null
iranian-kuku-sibzamini	iranian	Kuku Sibzamini	Frittata	-1000	null
iranian-dolmeh	iranian	Dolmeh	Stuffed Vegetable	-1000	null
iranian-kotlet	iranian	Kotlet	Cutlet	-1000	null
iranian-lubia-polo	iranian	Lubia Polo	Rice Dish	-1000	null
iranian-adas-polo	iranian	Adas Polo	Rice Dish	-1000	null
iranian-shirin-polo	iranian	Shirin Polo	Rice Dish	-1000	null
iranian-albaloo-polo	iranian	Albaloo Polo	Rice Dish	-1000	null
iranian-morasa-polo	iranian	Morasa Polo	Rice Dish	-1000	null
iranian-sabzi-polo	iranian	Sabzi Polo	Rice Dish	-1000	null
iranian-tahchin	iranian	Tahchin	Rice Dish	-1000	null
iranian-kateh	iranian	Kateh	Rice Dish	-1000	null
iranian-dami-gojeh	iranian	Dami Gojeh	Rice Dish	-1000	null
iranian-torshi	iranian	Torshi	Pickle	-1000	null
iranian-mast-o-khiar	iranian	Mast-o Khiar	Side Dish	-1000	null
iranian-mast-o-moosir	iranian	Mast-o Moosir	Side Dish	-1000	null
iranian-salad-shirazi	iranian	Salad Shirazi	Salad	-1000	null
iranian-salad-olivieh	iranian	Salad Olivieh	Salad	-1000	null
iranian-panir	iranian	Panir	Cheese	-1000	null
iranian-sabzi-khordan	iranian	Sabzi Khordan	Side Dish	-1000	null
iranian-lavash	iranian	Lavash	Bread	-1000	null
iranian-sangak	iranian	Sangak	Bread	-1000	null
iranian-barbari	iranian	Barbari	Bread	-1000	null
iranian-taftoon	iranian	Taftoon	Bread	-1000	null
iranian-nun-e-roghani	iranian	Nun-e Roghani	Bread	-1000	null
iranian-falafel	iranian	Falafel	Appetizer	-1000	null
iranian-sambooseh	iranian	Sambooseh	Appetizer	-1000	null
iranian-tah-chin	iranian	Tah Chin	Rice Dish	-1000	null
iranian-maast	iranian	Maast	Yogurt	-1000	null
iranian-doogh	iranian	Doogh	Beverage	-1000	null
iranian-sharbat	iranian	Sharbat	Beverage	-1000	null
iranian-chai	iranian	Chai	Beverage	-1000	null
iranian-noon-panir-sabzi	iranian	Noon Panir Sabzi	Breakfast	-1000	null
iranian-halva	iranian	Halva	Dessert	-1000	null
iranian-baklava	iranian	Baklava	Dessert	-1000	null
iranian-zoolbia	iranian	Zoolbia	Dessert	-1000	null
iranian-bamieh	iranian	Bamieh	Dessert	-1000	null
iranian-sohan	iranian	Sohan	Dessert	-1000	null
iranian-gaz	iranian	Gaz	Candy	-1000	null
iranian-noghl	iranian	Noghl	Candy	-1000	null
iranian-pashmak	iranian	Pashmak	Candy	-1000	null
iranian-faloodeh	iranian	Faloodeh	Dessert	-1000	null
iranian-bastani	iranian	Bastani	Dessert	-1000	null
iranian-ranginak	iranian	Ranginak	Dessert	-1000	null
iranian-koloocheh	iranian	Koloocheh	Cookie	-1000	null
iranian-nan-e-berenji	iranian	Nan-e Berenji	Cookie	-1000	null
iranian-nan-e-nokhodchi	iranian	Nan-e Nokhodchi	Cookie	-1000	null
iranian-shirini-nokhodchi	iranian	Shirini Nokhodchi	Cookie	-1000	null
iranian-qottab	iranian	Qottab	Dessert	-1000	null
iranian-nan-e-shirmal	iranian	Nan-e Shirmal	Bread	-1000	null
iranian-komaj	iranian	Komaj	Cookie	-1000	null
iranian-masghati	iranian	Masghati	Dessert	-1000	null
iranian-louz	iranian	Louz	Dessert	-1000	null
iranian-ash-e-anar	iranian	Ash-e Anar	Soup	-1000	null
iranian-ash-e-sholeh-ghalamkar	iranian	Ash-e Sholeh Ghalamkar	Soup	-1000	null
iranian-ash-e-jo	iranian	Ash-e Jo	Soup	-1000	null
iranian-eshkeneh	iranian	Eshkeneh	Soup	-1000	null
iranian-shole-zard	iranian	Shole Zard	Dessert	-1000	null
iranian-samanu	iranian	Samanu	Dessert	-1000	null
iranian-kachi	iranian	Kachi	Dessert	-1000	null
iranian-reshte-khoshkar	iranian	Reshte Khoshkar	Dessert	-1000	null
iranian-kufteh	iranian	Kufteh	Meatball	-1000	null
iranian-kufteh-berenji	iranian	Kufteh Berenji	Meatball	-1000	null
iranian-kufteh-tabrizi	iranian	Kufteh Tabrizi	Meatball	-1000	null
iranian-shami	iranian	Shami	Cutlet	-1000	null
iranian-nargesi	iranian	Nargesi	Egg Dish	-1000	null
iranian-borani-esfenaj	iranian	Borani Esfenaj	Side Dish	-1000	null
iranian-borani-bademjan	iranian	Borani Bademjan	Side Dish	-1000	null
iranian-borani-kadoo	iranian	Borani Kadoo	Side Dish	-1000	null
iranian-reshteh-polo	iranian	Reshteh Polo	Rice Dish	-1000	null
iranian-havij-polo	iranian	Havij Polo	Rice Dish	-1000	null
iranian-shevid-baghali-polo	iranian	Shevid Baghali Polo	Rice Dish	-1000	null
iranian-mahi-polo	iranian	Mahi Polo	Rice Dish	-1000	null
iranian-eshkeneh	iranian	Eshkeneh	Soup	-1000	null
iranian-kufteh-tabrizi	iranian	Kufteh Tabrizi	Soup	-1000	null
iranian-sherbet	iranian	Sherbet	Beverage	-1000	null
iranian-sekanjabin	iranian	Sekanjabin	Beverage	-1000	null
iranian-khakshir	iranian	Khakshir	Beverage	-1000	null
iranian-bidmeshk	iranian	Bidmeshk	Beverage	-1000	null
iranian-tokhm-e-sharbati	iranian	Tokhm-e Sharbati	Beverage	-1000	null
iranian-ab-havij	iranian	Ab Havij	Beverage	-1000	null
iranian-ab-anar	iranian	Ab Anar	Beverage	-1000	null
iranian-ab-porteghal	iranian	Ab Porteghal	Beverage	-1000	null
italian-pizza-margherita	italian	Pizza Margherita	Pizza	-200	null
italian-pasta-carbonara	italian	Pasta Carbonara	Pasta	-200	null
italian-lasagna	italian	Lasagna	Pasta	-200	null
italian-risotto	italian	Risotto	Rice Dish	-200	null
italian-osso-buco	italian	Osso Buco	Main Dish	-200	null
italian-tiramisu	italian	Tiramisu	Dessert	-200	null
italian-gelato	italian	Gelato	Dessert	-200	null
italian-bruschetta	italian	Bruschetta	Appetizer	-200	null
italian-caprese-salad	italian	Caprese Salad	Salad	-200	null
italian-minestrone	italian	Minestrone	Soup	-200	null
italian-ribollita	italian	Ribollita	Soup	-200	null
italian-pasta-e-fagioli	italian	Pasta e Fagioli	Soup	-200	null
italian-spaghetti-bolognese	italian	Spaghetti Bolognese	Pasta	-200	null
italian-penne-arrabbiata	italian	Penne Arrabbiata	Pasta	-200	null
italian-fettuccine-alfredo	italian	Fettuccine Alfredo	Pasta	-200	null
italian-cacio-e-pepe	italian	Cacio e Pepe	Pasta	-200	null
italian-amatriciana	italian	Amatriciana	Pasta	-200	null
italian-puttanesca	italian	Puttanesca	Pasta	-200	null
italian-aglio-e-olio	italian	Aglio e Olio	Pasta	-200	null
italian-pasta-alla-norma	italian	Pasta alla Norma	Pasta	-200	null
italian-pesto-genovese	italian	Pesto Genovese	Sauce/Pasta	-200	null
italian-linguine-alle-vongole	italian	Linguine alle Vongole	Pasta	-200	null
italian-spaghetti-alle-cozze	italian	Spaghetti alle Cozze	Pasta	-200	null
italian-frutti-di-mare	italian	Frutti di Mare	Pasta/Seafood	-200	null
italian-ravioli	italian	Ravioli	Pasta	-200	null
italian-tortellini	italian	Tortellini	Pasta	-200	null
italian-agnolotti	italian	Agnolotti	Pasta	-200	null
italian-gnocchi	italian	Gnocchi	Pasta	-200	null
italian-polenta	italian	Polenta	Side Dish	-200	null
italian-arancini	italian	Arancini	Appetizer	-200	null
italian-suppli	italian	Suppli	Appetizer	-200	null
italian-focaccia	italian	Focaccia	Bread	-200	null
italian-panini	italian	Panini	Sandwich	-200	null
italian-tramezzini	italian	Tramezzini	Sandwich	-200	null
italian-piadina	italian	Piadina	Flatbread	-200	null
italian-calzone	italian	Calzone	Pizza	-200	null
italian-stromboli	italian	Stromboli	Pizza	-200	null
italian-pizza-napoletana	italian	Pizza Napoletana	Pizza	-200	null
italian-pizza-quattro-formaggi	italian	Pizza Quattro Formaggi	Pizza	-200	null
italian-pizza-quattro-stagioni	italian	Pizza Quattro Stagioni	Pizza	-200	null
italian-pizza-diavola	italian	Pizza Diavola	Pizza	-200	null
italian-pizza-prosciutto-e-funghi	italian	Pizza Prosciutto e Funghi	Pizza	-200	null
italian-pizza-capricciosa	italian	Pizza Capricciosa	Pizza	-200	null
italian-saltimbocca	italian	Saltimbocca	Main Dish	-200	null
italian-piccata	italian	Piccata	Main Dish	-200	null
italian-vitello-tonnato	italian	Vitello Tonnato	Main Dish	-200	null
italian-bistecca-alla-fiorentina	italian	Bistecca alla Fiorentina	Main Dish	-200	null
italian-tagliata	italian	Tagliata	Main Dish	-200	null
italian-porchetta	italian	Porchetta	Main Dish	-200	null
italian-cotoletta-alla-milanese	italian	Cotoletta alla Milanese	Main Dish	-200	null
italian-bollito-misto	italian	Bollito Misto	Main Dish	-200	null
italian-brasato-al-barolo	italian	Brasato al Barolo	Main Dish	-200	null
italian-cacciatore	italian	Cacciatore	Main Dish	-200	null
italian-parmigiana-di-melanzane	italian	Parmigiana di Melanzane	Main Dish	-200	null
italian-caponata	italian	Caponata	Side Dish	-200	null
italian-peperonata	italian	Peperonata	Side Dish	-200	null
italian-frittata	italian	Frittata	Egg Dish	-200	null
italian-carbonara-di-zucchine	italian	Carbonara di Zucchine	Pasta	-200	null
italian-pasta-primavera	italian	Pasta Primavera	Pasta	-200	null
italian-pasta-al-limone	italian	Pasta al Limone	Pasta	-200	null
italian-pasta-con-le-sarde	italian	Pasta con le Sarde	Pasta	-200	null
italian-pasta-alla-gricia	italian	Pasta alla Gricia	Pasta	-200	null
italian-bucatini-allamatriciana	italian	Bucatini all'Amatriciana	Pasta	-200	null
italian-orecchiette-con-cime-di-rapa	italian	Orecchiette con Cime di Rapa	Pasta	-200	null
italian-trofie-al-pesto	italian	Trofie al Pesto	Pasta	-200	null
italian-pappardelle-al-cinghiale	italian	Pappardelle al Cinghiale	Pasta	-200	null
italian-tagliatelle-al-rag	italian	Tagliatelle al Ragù	Pasta	-200	null
italian-risotto-alla-milanese	italian	Risotto alla Milanese	Rice Dish	-200	null
italian-risotto-ai-funghi	italian	Risotto ai Funghi	Rice Dish	-200	null
italian-risotto-al-nero-di-seppia	italian	Risotto al Nero di Seppia	Rice Dish	-200	null
italian-risotto-ai-frutti-di-mare	italian	Risotto ai Frutti di Mare	Rice Dish	-200	null
italian-carpaccio	italian	Carpaccio	Appetizer	-200	null
italian-crudo-di-parma	italian	Crudo di Parma	Appetizer	-200	null
italian-bresaola	italian	Bresaola	Cured Meat	-200	null
italian-mortadella	italian	Mortadella	Cured Meat	-200	null
italian-salame	italian	Salame	Cured Meat	-200	null
italian-prosciutto-e-melone	italian	Prosciutto e Melone	Appetizer	-200	null
italian-antipasto-misto	italian	Antipasto Misto	Appetizer	-200	null
italian-insalata-mista	italian	Insalata Mista	Salad	-200	null
italian-panzanella	italian	Panzanella	Salad	-200	null
italian-insalata-di-mare	italian	Insalata di Mare	Salad	-200	null
italian-calamari-fritti	italian	Calamari Fritti	Appetizer	-200	null
italian-fritto-misto	italian	Fritto Misto	Main Dish	-200	null
italian-zuppa-di-pesce	italian	Zuppa di Pesce	Soup	-200	null
italian-acqua-pazza	italian	Acqua Pazza	Main Dish	-200	null
italian-cacciucco	italian	Cacciucco	Soup/Stew	-200	null
italian-baccal-mantecato	italian	Baccalà Mantecato	Appetizer	-200	null
italian-sarde-in-saor	italian	Sarde in Saor	Appetizer	-200	null
italian-affogato	italian	Affogato	Dessert	-200	null
italian-panna-cotta	italian	Panna Cotta	Dessert	-200	null
italian-cannoli	italian	Cannoli	Dessert	-200	null
italian-sfogliatelle	italian	Sfogliatelle	Dessert	-200	null
italian-bab	italian	Babà	Dessert	-200	null
italian-cassata	italian	Cassata	Dessert	-200	null
italian-zabaglione	italian	Zabaglione	Dessert	-200	null
italian-amaretti	italian	Amaretti	Cookie	-200	null
italian-biscotti	italian	Biscotti	Cookie	-200	null
italian-panettone	italian	Panettone	Bread/Dessert	-200	null
italian-pandoro	italian	Pandoro	Bread/Dessert	-200	null
italian-limoncello	italian	Limoncello	Beverage	-200	null
japanese-sushi	japanese	Sushi	Sushi/Sashimi	500	null
japanese-sashimi	japanese	Sashimi	Sushi/Sashimi	500	null
japanese-ramen	japanese	Ramen	Noodle Soup	500	null
japanese-tempura	japanese	Tempura	Fried Food	500	null
japanese-tonkatsu	japanese	Tonkatsu	Main Dish	500	null
japanese-yakitori	japanese	Yakitori	Grilled Skewers	500	null
japanese-udon	japanese	Udon	Noodle Dish	500	null
japanese-soba	japanese	Soba	Noodle Dish	500	null
japanese-miso-soup	japanese	Miso Soup	Soup	500	null
japanese-teriyaki-chicken	japanese	Teriyaki Chicken	Main Dish	500	null
japanese-gyoza	japanese	Gyoza	Dumpling	500	null
japanese-okonomiyaki	japanese	Okonomiyaki	Savory Pancake	500	null
japanese-takoyaki	japanese	Takoyaki	Street Food	500	null
japanese-yakisoba	japanese	Yakisoba	Noodle Dish	500	null
japanese-shabu-shabu	japanese	Shabu-Shabu	Hot Pot	500	null
japanese-sukiyaki	japanese	Sukiyaki	Hot Pot	500	null
japanese-kaiseki	japanese	Kaiseki	Multi-Course Meal	500	null
japanese-donburi	japanese	Donburi	Rice Bowl	500	null
japanese-oyakodon	japanese	Oyakodon	Rice Bowl	500	null
japanese-katsudon	japanese	Katsudon	Rice Bowl	500	null
japanese-gyudon	japanese	Gyudon	Rice Bowl	500	null
japanese-tendon	japanese	Tendon	Rice Bowl	500	null
japanese-unadon	japanese	Unadon	Rice Bowl	500	null
japanese-chirashi	japanese	Chirashi	Sushi Bowl	500	null
japanese-nigiri	japanese	Nigiri	Sushi/Sashimi	500	null
japanese-maki-rolls	japanese	Maki Rolls	Sushi/Sashimi	500	null
japanese-temaki	japanese	Temaki	Sushi/Sashimi	500	null
japanese-onigiri	japanese	Onigiri	Rice Snack	500	null
japanese-ochazuke	japanese	Ochazuke	Rice Dish	500	null
japanese-chazuke	japanese	Chazuke	Rice Dish	500	null
japanese-natto	japanese	Natto	Side Dish	500	null
japanese-edamame	japanese	Edamame	Appetizer	500	null
japanese-agedashi-tofu	japanese	Agedashi Tofu	Appetizer	500	null
japanese-hiyayakko	japanese	Hiyayakko	Appetizer	500	null
japanese-tsukemono	japanese	Tsukemono	Pickle/Side	500	null
japanese-umeboshi	japanese	Umeboshi	Pickle/Side	500	null
japanese-tamagoyaki	japanese	Tamagoyaki	Egg Dish	500	null
japanese-chawanmushi	japanese	Chawanmushi	Egg Custard	500	null
japanese-oden	japanese	Oden	Stew	500	null
japanese-nikujaga	japanese	Nikujaga	Stew	500	null
japanese-korokke	japanese	Korokke	Fried Food	500	null
japanese-menchi-katsu	japanese	Menchi Katsu	Fried Food	500	null
japanese-ebi-fry	japanese	Ebi Fry	Fried Food	500	null
japanese-kara-age	japanese	Kara-age	Fried Food	500	null
japanese-tori-karaage	japanese	Tori Karaage	Fried Food	500	null
japanese-kushikatsu	japanese	Kushikatsu	Fried Skewers	500	null
japanese-kushiage	japanese	Kushiage	Fried Skewers	500	null
japanese-yakiudon	japanese	Yakiudon	Noodle Dish	500	null
japanese-nabeyaki-udon	japanese	Nabeyaki Udon	Noodle Soup	500	null
japanese-zaru-soba	japanese	Zaru Soba	Noodle Dish	500	null
japanese-kitsune-udon	japanese	Kitsune Udon	Noodle Soup	500	null
japanese-tanuki-soba	japanese	Tanuki Soba	Noodle Soup	500	null
japanese-tsukemen	japanese	Tsukemen	Noodle Dish	500	null
japanese-shoyu-ramen	japanese	Shoyu Ramen	Noodle Soup	500	null
japanese-miso-ramen	japanese	Miso Ramen	Noodle Soup	500	null
japanese-tonkotsu-ramen	japanese	Tonkotsu Ramen	Noodle Soup	500	null
japanese-shio-ramen	japanese	Shio Ramen	Noodle Soup	500	null
japanese-teppanyaki	japanese	Teppanyaki	Grilled Food	500	null
japanese-okonomiyaki-hiroshima-style	japanese	Okonomiyaki Hiroshima-style	Savory Pancake	500	null
japanese-monjayaki	japanese	Monjayaki	Savory Pancake	500	null
japanese-yakiniku	japanese	Yakiniku	Grilled Meat	500	null
japanese-horumon	japanese	Horumon	Grilled Offal	500	null
japanese-motsunabe	japanese	Motsunabe	Hot Pot	500	null
japanese-chankonabe	japanese	Chankonabe	Hot Pot	500	null
japanese-yudofu	japanese	Yudofu	Tofu Dish	500	null
japanese-tofu-steak	japanese	Tofu Steak	Main Dish	500	null
japanese-goya-champuru	japanese	Goya Champuru	Stir-Fry	500	null
japanese-somen	japanese	Somen	Noodle Dish	500	null
japanese-hiyashi-chuka	japanese	Hiyashi Chuka	Noodle Dish	500	null
japanese-unagi	japanese	Unagi	Grilled Eel	500	null
japanese-anago	japanese	Anago	Grilled Eel	500	null
japanese-mentaiko	japanese	Mentaiko	Roe/Side	500	null
japanese-ikura	japanese	Ikura	Roe/Side	500	null
japanese-uni	japanese	Uni	Roe/Side	500	null
japanese-toro	japanese	Toro	Sushi/Sashimi	500	null
japanese-hamachi	japanese	Hamachi	Sushi/Sashimi	500	null
japanese-saba-shioyaki	japanese	Saba Shioyaki	Grilled Fish	500	null
japanese-sanma	japanese	Sanma	Grilled Fish	500	null
japanese-taiyaki	japanese	Taiyaki	Dessert	500	null
japanese-dorayaki	japanese	Dorayaki	Dessert	500	null
japanese-mochi	japanese	Mochi	Dessert	500	null
japanese-dango	japanese	Dango	Dessert	500	null
japanese-daifuku	japanese	Daifuku	Dessert	500	null
japanese-manju	japanese	Manju	Dessert	500	null
japanese-yokan	japanese	Yokan	Dessert	500	null
japanese-anmitsu	japanese	Anmitsu	Dessert	500	null
japanese-kakigori	japanese	Kakigori	Dessert	500	null
japanese-matcha-ice-cream	japanese	Matcha Ice Cream	Dessert	500	null
japanese-melon-pan	japanese	Melon Pan	Bread	500	null
japanese-cream-pan	japanese	Cream Pan	Bread	500	null
japanese-anpan	japanese	Anpan	Bread	500	null
japanese-curry-pan	japanese	Curry Pan	Bread	500	null
japanese-japanese-curry	japanese	Japanese Curry	Main Dish	500	null
japanese-hayashi-rice	japanese	Hayashi Rice	Main Dish	500	null
japanese-omurice	japanese	Omurice	Main Dish	500	null
japanese-korokke-pan	japanese	Korokke Pan	Sandwich	500	null
japanese-castella-cake	japanese	Castella Cake	Dessert	500	null
japanese-melonpan	japanese	Melonpan	Bread	500	null
japanese-green-tea	japanese	Green Tea	Beverage	500	null
japanese-sake	japanese	Sake	Beverage	500	null
korean-kimchi	korean	Kimchi	Side Dish	500	null
korean-bibimbap	korean	Bibimbap	Rice Dish	500	null
korean-bulgogi	korean	Bulgogi	Grilled Meat	500	null
korean-korean-bbq	korean	Korean BBQ	Grilled Meat	500	null
korean-galbi	korean	Galbi	Grilled Ribs	500	null
korean-samgyeopsal	korean	Samgyeopsal	Grilled Pork	500	null
korean-japchae	korean	Japchae	Noodle Dish	500	null
korean-tteokbokki	korean	Tteokbokki	Street Food	500	null
korean-korean-fried-chicken	korean	Korean Fried Chicken	Fried Chicken	1950	null
korean-jjajangmyeon	korean	Jjajangmyeon	Noodle Dish	500	null
korean-jjamppong	korean	Jjamppong	Noodle Soup	500	null
korean-naengmyeon	korean	Naengmyeon	Noodle Dish	500	null
korean-sundubu-jjigae	korean	Sundubu Jjigae	Stew	500	null
korean-kimchi-jjigae	korean	Kimchi Jjigae	Stew	500	null
korean-doenjang-jjigae	korean	Doenjang Jjigae	Stew	500	null
korean-budae-jjigae	korean	Budae Jjigae	Stew	500	null
korean-galbitang	korean	Galbitang	Soup	500	null
korean-seolleongtang	korean	Seolleongtang	Soup	500	null
korean-samgyetang	korean	Samgyetang	Soup	500	null
korean-yukgaejang	korean	Yukgaejang	Soup	500	null
korean-kongnamul-guk	korean	Kongnamul Guk	Soup	500	null
korean-miyeok-guk	korean	Miyeok Guk	Soup	500	null
korean-manduguk	korean	Manduguk	Soup	500	null
korean-tteokguk	korean	Tteokguk	Soup	500	null
korean-kimbap	korean	Kimbap	Rice Roll	500	null
korean-mandu	korean	Mandu	Dumpling	500	null
korean-hotteok	korean	Hotteok	Dessert	500	null
korean-bingsu	korean	Bingsu	Dessert	500	null
korean-tteok	korean	Tteok	Rice Cake	500	null
korean-songpyeon	korean	Songpyeon	Rice Cake	500	null
korean-yakgwa	korean	Yakgwa	Dessert	500	null
korean-hangwa	korean	Hangwa	Dessert	500	null
korean-bungeoppang	korean	Bungeoppang	Dessert	500	null
korean-hodugwaja	korean	Hodugwaja	Dessert	500	null
korean-gyeran-bbang	korean	Gyeran Bbang	Snack	500	null
korean-eomuk	korean	Eomuk	Fish Cake	500	null
korean-twigim	korean	Twigim	Fried Food	500	null
korean-gimbap	korean	Gimbap	Rice Roll	500	null
korean-jeon	korean	Jeon	Pancake	500	null
korean-pajeon	korean	Pajeon	Pancake	500	null
korean-kimchi-jeon	korean	Kimchi Jeon	Pancake	500	null
korean-haemul-pajeon	korean	Haemul Pajeon	Pancake	500	null
korean-bindaetteok	korean	Bindaetteok	Pancake	500	null
korean-gamjajeon	korean	Gamjajeon	Pancake	500	null
korean-hobakjeon	korean	Hobakjeon	Pancake	500	null
korean-gochujang	korean	Gochujang	Sauce	500	null
korean-doenjang	korean	Doenjang	Sauce	500	null
korean-ssamjang	korean	Ssamjang	Sauce	500	null
korean-yangnyeom	korean	Yangnyeom	Sauce	500	null
korean-banchan	korean	Banchan	Side Dish	500	null
korean-namul	korean	Namul	Side Dish	500	null
korean-japchae	korean	Japchae	Side Dish	500	null
korean-kongnamul-muchim	korean	Kongnamul Muchim	Side Dish	500	null
korean-sukjunamul	korean	Sukjunamul	Side Dish	500	null
korean-sigeumchi-namul	korean	Sigeumchi Namul	Side Dish	500	null
korean-gaji-namul	korean	Gaji Namul	Side Dish	500	null
korean-mu-saengchae	korean	Mu Saengchae	Side Dish	500	null
korean-oiseon	korean	Oiseon	Side Dish	500	null
korean-dubu-jorim	korean	Dubu Jorim	Side Dish	500	null
korean-gyeran-jjim	korean	Gyeran Jjim	Steamed Egg	500	null
korean-altang	korean	Altang	Stew	500	null
korean-haemultang	korean	Haemultang	Stew	500	null
korean-maeuntang	korean	Maeuntang	Stew	500	null
korean-agujjim	korean	Agujjim	Stew	500	null
korean-galbijjim	korean	Galbijjim	Stew	500	null
korean-jjukkumi-bokkeum	korean	Jjukkumi Bokkeum	Stir-Fry	500	null
korean-ojingeo-bokkeum	korean	Ojingeo Bokkeum	Stir-Fry	500	null
korean-nakji-bokkeum	korean	Nakji Bokkeum	Stir-Fry	500	null
korean-dakgalbi	korean	Dakgalbi	Stir-Fry	500	null
korean-buldak	korean	Buldak	Stir-Fry	500	null
korean-jokbal	korean	Jokbal	Main Dish	500	null
korean-bossam	korean	Bossam	Main Dish	500	null
korean-makchang	korean	Makchang	Grilled Offal	500	null
korean-sundae	korean	Sundae	Sausage	500	null
korean-soondae	korean	Soondae	Sausage	500	null
korean-gopchang	korean	Gopchang	Grilled Offal	500	null
korean-twigak	korean	Twigak	Snack	500	null
korean-yakbap	korean	Yakbap	Rice Dish	500	null
korean-juk	korean	Juk	Rice Porridge	500	null
korean-jatjuk	korean	Jatjuk	Rice Porridge	500	null
korean-hobakjuk	korean	Hobakjuk	Rice Porridge	500	null
korean-heukimjajuk	korean	Heukimjajuk	Rice Porridge	500	null
korean-patjuk	korean	Patjuk	Rice Porridge	500	null
korean-chueotang	korean	Chueotang	Soup	500	null
korean-haejang-guk	korean	Haejang-guk	Soup	500	null
korean-sundaeguk	korean	Sundaeguk	Soup	500	null
korean-ttaro-gukbap	korean	Ttaro Gukbap	Soup	500	null
korean-soju	korean	Soju	Beverage	500	null
korean-makgeolli	korean	Makgeolli	Beverage	500	null
korean-bokbunja	korean	Bokbunja	Beverage	500	null
korean-dongdongju	korean	Dongdongju	Beverage	500	null
korean-sikhye	korean	Sikhye	Beverage	500	null
korean-sujeonggwa	korean	Sujeonggwa	Beverage	500	null
korean-yulmu-cha	korean	Yulmu Cha	Beverage	500	null
korean-bori-cha	korean	Bori Cha	Beverage	500	null
korean-oksusu-cha	korean	Oksusu Cha	Beverage	500	null
korean-misutgaru	korean	Misutgaru	Beverage	500	null
korean-banana-milk	korean	Banana Milk	Beverage	500	null
korean-milkis	korean	Milkis	Beverage	500	null
korean-dalgona-coffee	korean	Dalgona Coffee	Beverage	500	null
mexican-tacos-al-pastor	mexican	Tacos al Pastor	Main Dish	-2000	null
mexican-guacamole	mexican	Guacamole	Dip/Sauce	-2000	null
mexican-enchiladas	mexican	Enchiladas	Main Dish	-2000	null
mexican-quesadillas	mexican	Quesadillas	Main Dish	-2000	null
mexican-mole-poblano	mexican	Mole Poblano	Sauce	-2000	null
mexican-tamales	mexican	Tamales	Main Dish	-2000	null
