id	culture_profile_id	structure_type	name	description	key_roles	inheritance_pattern	decision_making	related_kinship_system_id	time_period_start	time_period_end	sources
ss-173	cp-nuer	gender_roles	Nuer Gender and Cattle	Men controlled cattle and political life while women managed the domestic sphere and agriculture. However, woman-to-woman marriage allowed women to become social fathers.	Male Elder|Male Warrior|Wife|Female Husband|Daughter	patrilineal	consensus	kin-014	-500	present	Evans-Pritchard, Kinship and Marriage Among the Nuer
ss-174	cp-maasai	government	Maasai Age-Set Governance	The Maasai had no centralized political authority. Governance operated through age-sets, elder councils, and ritual specialists (laibon) who provided guidance and prophecy.	Oloiboni (Ritual Leader)|Senior Elder|Junior Elder|Moran (Warrior)|Boy	patrilineal	consensus		-500	present	Spear & Waller, Being Maasai
ss-175	cp-maasai	age_grades	Maasai Age-Set System	Males progressed through defined age-grades: boys (ilayiok), junior warriors (ilmurran), senior warriors, junior elders, and senior elders. Each transition involved elaborate ceremonies.	Senior Elder (Ilpayiani)|Junior Elder|Senior Warrior (Moran)|Junior Warrior|Boy (Olayioni)	patrilineal	consensus		-500	present	Spencer, The Maasai of Matapato
ss-176	cp-maasai	military_organization	Maasai Moran Warrior System	Young men spent 10-15 years as moran (warriors), living in manyattas (warrior camps) separate from their families. They defended territory, raided cattle, and hunted lions.	Senior Moran Leader|Moran|Junior Moran|Moran Camp Leader	patrilineal	consensus		-500	present	Spencer, The Maasai of Matapato
ss-177	cp-maasai	family_structure	Maasai Enkang Homestead	The enkang (homestead) was a circular thorn-fenced compound containing houses of a man's wives. Women built and owned houses; men controlled cattle.	Enkang Head|Senior Wife|Junior Wife|Son|Daughter|Mother-in-law	patrilineal	consensus		-500	present	Hodgson, Once Intrepid Warriors
ss-178	cp-maasai	religious_hierarchy	Maasai Oloiboni and Enkai	The Maasai worshipped Enkai (God), with the oloiboni (ritual specialist/diviner) serving as intermediary. The oloiboni lineage of Supeet held hereditary spiritual authority.	Oloiboni (Chief Diviner)|Senior Oloiboni|Junior Oloiboni|Elder (Ritual Role)	patrilineal	theocratic		-500	present	Berntsen, The Maasai and Their Neighbors
ss-179	cp-maasai	gender_roles	Maasai Gender Organization	Maasai society assigned complementary roles: men herded cattle and made political decisions; women built houses, milked cows, raised children, and managed domestic resources.	Male Elder|Moran (Young Man)|Wife|Mother|Daughter|Uncircumcised Girl	patrilineal	consensus		-500	present	Hodgson, Once Intrepid Warriors
ss-180	cp-san	government	!Kung San Band Organization	Small, flexible bands of 25-50 people with no formal leaders. Decisions were made through discussion and consensus. Informal leaders emerged based on hunting skill and persuasive ability.	n!ore kxau (Band Owner)|Elder|Skilled Hunter|Healer (n/om kxau)	bilateral	consensus		-20000	present	Lee, The !Kung San
ss-181	cp-san	family_structure	!Kung San Bilateral Kinship	Bilateral kinship with flexible residence patterns. Couples could live with either spouse's family. Name-sharing (namesakes) created fictive kinship bonds across bands.	Elder|Husband|Wife|Namesake|Child	bilateral	consensus		-20000	present	Lee, The Dobe Ju/'hoansi
ss-182	cp-san	gender_roles	!Kung San Egalitarian Gender	Relatively egalitarian gender relations. Women's gathering provided 60-80% of calories. Both sexes participated in decision-making, though men monopolized hunting.	Male Hunter|Female Gatherer|Elder Man|Elder Woman|Healer	bilateral	consensus		-20000	present	Shostak, Nisa: The Life and Words of a !Kung Woman
ss-183	cp-san	religious_hierarchy	!Kung San Trance Healing	Healing dances involved trance states (kia) where healers accessed n/om (spiritual energy). Approximately half of men and a third of women became healers.	n/om kxau (Healer)|Master Healer|Apprentice Healer|Community Member	bilateral	consensus		-20000	present	Katz, Boiling Energy
ss-184	cp-san	legal_system	!Kung San Conflict Resolution	Disputes were resolved through prolonged discussion, mediation by respected individuals, and social pressure. Persistent offenders faced ostracism or, in extreme cases, execution by group consensus.	Elder Mediator|Band Member|Disputing Parties|Community	bilateral	consensus		-20000	present	Lee, The !Kung San
ss-185	cp-trobriand	government	Trobriand Chieftainship	Chiefs of the Tabalu clan held highest rank in a system where rank derived from matrilineal clan membership. Chiefs accumulated wealth through polygynous marriages and yam exchanges.	Paramount Chief|Village Chief|Clan Leader|Garden Magician|Commoner	matrilineal	oligarchic	kin-018	-500	present	Malinowski, Argonauts of the Western Pacific
ss-186	cp-trobriand	family_structure	Trobriand Matrilineal Kinship	Descent was traced through the mother's line (dala). A child's social identity came from the mother's clan, while the father's role was nurturing rather than biological in Trobriand ideology.	Maternal Uncle (Kada)|Mother|Father (Social)|Sister|Brother|Child	matrilineal	oligarchic	kin-018	-500	present	Weiner, Women of Value, Men of Renown
ss-187	cp-trobriand	gender_roles	Trobriand Women's Wealth	Women controlled their own form of wealth (banana-leaf bundles and skirts) distributed at mortuary ceremonies. This women's wealth was essential for cosmic reproduction of the clan.	Senior Woman|Banana-Leaf Distributor|Mourner|Female Chief|Male Chief	matrilineal	oligarchic	kin-018	-500	present	Weiner, Women of Value, Men of Renown
ss-188	cp-trobriand	guilds_associations	Trobriand Kula Exchange	The Kula ring was an inter-island exchange system of shell valuables (necklaces and armbands). Participation conferred prestige and established trading partnerships across hundreds of miles.	Kula Chief|Senior Partner|Junior Partner|Canoe Builder|Navigator	matrilineal	oligarchic	kin-018	-500	present	Malinowski, Argonauts of the Western Pacific
ss-189	cp-trobriand	religious_hierarchy	Trobriand Magic and Sorcery	Garden magic ensured agricultural success, while sorcery (bwagau) was feared as a cause of death. Knowledge of spells was inherited matrilineally and closely guarded.	Chief Sorcerer (Bwagau)|Garden Magician|Canoe Magician|Weather Magician|Love Magician	matrilineal	oligarchic	kin-018	-500	present	Malinowski, Coral Gardens and Their Magic
ss-190	cp-byzantine	government	Byzantine Imperial Administration	A continuation of Roman imperial government with Christian theocratic elements. The emperor was God's representative on earth, supported by a complex bureaucracy of logothetes and strategoi.	Emperor (Basileus)|Patriarch|Logothetes (Minister)|Strategos (Military Governor)|Eparch	primogeniture	autocratic	kin-029	330	1453	Treadgold, A History of the Byzantine State and Society
ss-191	cp-byzantine	class_hierarchy	Byzantine Social Order	A hierarchy of emperor, senatorial aristocracy, urban professionals, peasant farmers, and slaves. The dynatoi (powerful) landowners increasingly dominated the provinces.	Emperor|Dynatoi (Magnate)|Senator|Merchant|Artisan|Free Peasant|Slave	primogeniture	autocratic	kin-029	330	1453	Kazhdan & Wharton Epstein, Change in Byzantine Culture
ss-192	cp-byzantine	religious_hierarchy	Byzantine Orthodox Church	The Patriarch of Constantinople led the church with the emperor's support. The Ecumenical Councils defined dogma, and monasticism was a powerful spiritual and economic force.	Emperor|Ecumenical Patriarch|Metropolitan|Bishop|Archimandrite|Monk|Priest	primogeniture	theocratic	kin-029	330	1453	Meyendorff, Byzantine Theology
ss-193	cp-byzantine	military_organization	Byzantine Theme System	After the 7th century, the empire was reorganized into themes (military-administrative provinces). Each theme was commanded by a strategos who combined military and civil authority.	Emperor|Domestikos ton Scholon|Strategos|Tourmarches|Droungarios|Soldier-Farmer	primogeniture	autocratic	kin-029	330	1453	Haldon, Warfare, State and Society in the Byzantine World
ss-194	cp-byzantine	legal_system	Byzantine Roman Law (Corpus Juris Civilis)	Justinian's codification of Roman law remained the basis of Byzantine jurisprudence. Later compilations like the Ecloga and Basilika adapted the law to changing conditions.	Emperor|Quaestor|Judge|Advocate|Notary	primogeniture	autocratic	kin-029	330	1453	Humfress, Orthodoxy and the Courts in Late Antiquity
ss-195	cp-byzantine	education_system	Byzantine Imperial University	The University of Constantinople trained bureaucrats and scholars in classical Greek literature, philosophy, rhetoric, and law. The church also maintained theological schools.	University Rector|Professor (Consul of Philosophers)|Grammatikos|Student	primogeniture	autocratic	kin-029	330	1453	Markopoulos, Education in Byzantium
ss-196	cp-abbasid	government	Abbasid Caliphate Administration	The caliph ruled as both political and religious leader, though real power often lay with the vizier and later with military commanders (emirs). A sophisticated bureaucracy managed the empire.	Caliph|Vizier|Emir|Qadi (Judge)|Wali (Governor)|Diwan Secretary	patrilineal	autocratic	kin-011	750	1258	Kennedy, The Prophet and the Age of the Caliphates
ss-197	cp-abbasid	class_hierarchy	Abbasid Social Hierarchy	Arab Muslims initially held the highest status, but Persian, Turkish, and other converts achieved high positions. Dhimmis (protected peoples), slaves, and freedmen occupied lower rungs.	Caliph|Arab Noble|Mawali (Non-Arab Muslim)|Dhimmi (Christian/Jew)|Slave (Mamluk/Domestic)	patrilineal	autocratic	kin-011	750	1258	Lapidus, A History of Islamic Societies
ss-198	cp-abbasid	religious_hierarchy	Abbasid Islamic Scholarly Hierarchy	The ulama (religious scholars) developed the major schools of Islamic jurisprudence (Hanafi, Maliki, Shafi'i, Hanbali). Sufi orders emerged as popular mystical movements.	Caliph|Chief Qadi|Mufti|Imam|Muhtasib|Sufi Sheikh|Student of Knowledge	patrilineal	theocratic	kin-011	750	1258	Berkey, The Formation of Islam
ss-199	cp-abbasid	education_system	Abbasid House of Wisdom and Madrasa	The Bayt al-Hikma (House of Wisdom) translated Greek, Persian, and Indian texts. Madrasas formalized Islamic education in theology, law, and the sciences.	Patron (Caliph/Wazir)|Mudarris (Professor)|Translator|Student (Talib)|Librarian	patrilineal	theocratic	kin-011	750	1258	Gutas, Greek Thought, Arabic Culture
ss-200	cp-abbasid	legal_system	Abbasid Sharia Courts	Islamic law was administered through qadi courts applying the major madhab (legal schools). The muhtasib enforced public morality and market regulations.	Caliph|Chief Qadi|Qadi|Mufti|Muhtasib|Shahid (Witness)	patrilineal	theocratic	kin-011	750	1258	Hallaq, The Origins and Evolution of Islamic Law
ss-201	cp-abbasid	guilds_associations	Abbasid Artisan Guilds	Urban guilds (sinf/hirfa) organized craftsmen and merchants by trade. They regulated quality, set prices, and were overseen by the muhtasib (market inspector).	Muhtasib|Guild Master (Sheikh al-Hirfa)|Master Craftsman|Journeyman|Apprentice	patrilineal	oligarchic	kin-011	750	1258	Floor, The Guilds and Futuwwa in Iran
ss-202	cp-abbasid	military_organization	Abbasid Mamluk and Ghulam System	The Abbasids increasingly relied on slave soldiers (mamluks/ghulams), particularly Turks, who rose to become generals and de facto rulers, undermining caliphal authority.	Caliph|Commander of the Faithful's Guard|Turkish General|Mamluk Commander|Ghulam|Foot Soldier	patrilineal	autocratic	kin-011	750	1258	Gordon, The Breaking of a Thousand Swords
ss-203	cp-songhai	government	Songhai Imperial Administration	The Askia dynasty ruled through a centralized bureaucracy with provincial governors, tax collectors, and a system of Islamic judges. The askia served as both political and religious leader.	Askia (Emperor)|Kanfari (Viceroy)|Balama (Commander)|Fari (Governor)|Qadi (Judge)	patrilineal	autocratic		1464	1591	Hunwick, Timbuktu and the Songhay Empire
ss-204	cp-songhai	class_hierarchy	Songhai Social Stratification	Society was divided into free nobles, scholars, merchants, artisan castes, and dependent populations (slaves and captives). Islamic scholars held high prestige.	Askia|Noble (Arbi)|Islamic Scholar|Merchant|Artisan Caste|Slave (Bannya)	patrilineal	autocratic		1464	1591	Levtzion, Ancient Ghana and Mali
ss-205	cp-songhai	religious_hierarchy	Songhai Islamic Authority	Islam was the state religion. Timbuktu and Djenne were centers of Islamic learning, with powerful qadis and ulama exercising judicial and moral authority.	Askia|Chief Qadi of Timbuktu|Imam|Ulama Scholar|Sufi Sheikh	patrilineal	theocratic		1464	1591	Gomez, African Dominion
ss-206	cp-songhai	education_system	Songhai Islamic Scholarship	Timbuktu's mosques and madrasas attracted scholars from across the Sahel and North Africa. Ahmad Baba was among the most renowned scholars of the late Songhai period.	Chief Scholar|Madrasa Teacher|Mosque Imam|Student (Talib)|Librarian	patrilineal	theocratic		1464	1591	Saad, Social History of Timbuktu
ss-207	cp-songhai	military_organization	Songhai Imperial Army	A professional army included cavalry, infantry, and a fleet of war canoes on the Niger River. Slave soldiers and cavalry formed the core of Songhai military power.	Askia|Hi Koi (Navy Commander)|Balama (General)|Cavalry Commander|Slave Soldier|Canoe Warrior	patrilineal	autocratic		1464	1591	Hunwick, Timbuktu and the Songhay Empire
ss-208	cp-ashanti	government	Ashanti Confederacy	A confederation of chiefdoms united under the Asantehene who sat on the Golden Stool (Sika Dwa Kofi), symbol of national unity. Provincial chiefs retained local authority.	Asantehene|Omanhene (Provincial Chief)|Queen Mother (Ohemaa)|Linguist (Okyeame)|Council of Elders	matrilineal	oligarchic	kin-018	1670	1902	Wilks, Asante in the Nineteenth Century
ss-209	cp-ashanti	class_hierarchy	Ashanti Social Ranks	Status derived from matrilineal clan membership, office holding, and wealth. Royal clans provided rulers, while other clans held hereditary positions in the bureaucracy.	Asantehene|Royal (Abusuapanin)|Chief|Free Citizen|Domestic Slave (Odonko)|War Captive	matrilineal	oligarchic	kin-018	1670	1902	McCaskie, State and Society in Pre-Colonial Asante
ss-210	cp-ashanti	religious_hierarchy	Ashanti Shrine Priests and Abosom	A complex religious system with the supreme god Nyame, lesser deities (abosom), and ancestors (nsamanfo). Shrine priests (akomfo) served as intermediaries and healers.	Asantehene (Sacred King)|Chief Priest (Okomfo)|Shrine Priest|Herbalist|Ancestor Custodian	matrilineal	theocratic	kin-018	1670	1902	McCaskie, State and Society in Pre-Colonial Asante
ss-211	cp-ashanti	family_structure	Ashanti Matrilineal Abusua	The abusua (matrilineal clan) determined inheritance, succession, and identity. A person belonged to their mother's clan, though the father's ntoro (spiritual element) was also recognized.	Abusuapanin (Clan Head)|Mother|Maternal Uncle|Sister's Son (Heir)|Father	matrilineal	oligarchic	kin-018	1670	1902	Fortes, Kinship and the Social Order
ss-212	cp-ashanti	legal_system	Ashanti Judicial System	Chiefs adjudicated disputes with council advice. The Asantehene served as supreme judge. Oath-swearing was a formal legal mechanism to bring cases to court.	Asantehene|Chief Judge|Okyeame (Linguist-Mediator)|Council Elder|Oath-Swearer	matrilineal	oligarchic	kin-018	1670	1902	Rattray, Ashanti Law and Constitution
ss-213	cp-ashanti	military_organization	Ashanti Military	A well-organized army with divisions named after cardinal directions. Firearms acquired through trade supplemented traditional weapons, and military service was a duty of free men.	Asantehene|Bantamahene (Vanguard Chief)|Division Commander|Asafo Captain|Warrior|Scout	matrilineal	autocratic	kin-018	1670	1902	Wilks, Asante in the Nineteenth Century
ss-214	cp-benin	government	Benin Kingdom	The Oba (king) ruled with divine authority, supported by a complex hierarchy of palace chiefs (uzama), town chiefs (eghaevbo n'ore), and palace associations.	Oba|Uzama (Hereditary Chief)|Eghaevbo N'Ore (Town Chief)|Eghaevbo N'Ogbe (Palace Chief)|Iyase (War Chief)	primogeniture	autocratic		1180	1897	Bradbury, Benin Studies
ss-215	cp-benin	class_hierarchy	Benin Social Organization	Society was organized around the palace, with title holders, guild members, and commoners in a hierarchical relationship. The brass-casting guild held particularly high status.	Oba|Palace Chief|Guild Master|Title Holder|Commoner|Slave	primogeniture	autocratic		1180	1897	Ben-Amos, The Art of Benin
ss-216	cp-benin	guilds_associations	Benin Craft Guilds (Igun)	Hereditary craft guilds produced bronze castings, ivory carvings, and other regalia for the Oba. The Igun Eronmwon (brass-casters guild) was the most prestigious.	Oba (Patron)|Guild Master (Ogie)|Master Caster|Journeyman|Apprentice	patrilineal	autocratic		1180	1897	Dark, An Introduction to Benin Art and Technology
ss-217	cp-benin	religious_hierarchy	Benin Sacred Kingship	The Oba was semi-divine, performing rituals to maintain cosmic order. Ancestor altars in the palace received offerings, and the Oba mediated between the living and the spirit world.	Oba (Divine King)|Ihogbe (Royal Priests)|Osun Priest|Diviner|Herbalist	primogeniture	theocratic		1180	1897	Bradbury, Benin Studies
ss-218	cp-benin	military_organization	Benin Imperial Army	The Oba commanded a powerful army that expanded the kingdom through conquest. Warriors earned titles and prestige through military service, and war chiefs held important political roles.	Oba|Iyase (War Chief)|Ezomo (Military Commander)|Warrior|Palace Guard	primogeniture	autocratic		1180	1897	Igbafe, Benin Under British Administration
ss-219	cp-swahili	government	Swahili City-State Governance	Independent city-states along the East African coast were governed by merchant-sultans or councils of elders. Each city (Kilwa, Mombasa, Zanzibar, etc.) was politically autonomous.	Sultan|Council of Elders|Qadi|Merchant Prince|Harbor Master	patrilineal	oligarchic	kin-011	800	1500	Horton & Middleton, The Swahili
ss-220	cp-swahili	class_hierarchy	Swahili Urban Society	Swahili towns had a stratified society: waungwana (patrician merchants), commoners, and slaves. Stone houses indicated high status, while poorer residents lived in wattle-and-daub structures.	Sultan|Waungwana (Patrician)|Free Commoner|Artisan|Slave	patrilineal	oligarchic	kin-011	800	1500	Middleton, The World of the Swahili
ss-221	cp-swahili	religious_hierarchy	Swahili Islamic Practice	Islam arrived via Indian Ocean trade and became central to Swahili identity. Mosques were the architectural and social centers of towns, and scholars maintained ties to the wider Islamic world.	Sultan|Qadi|Sheikh|Imam|Scholar|Mosque Teacher	patrilineal	theocratic	kin-011	800	1500	Pouwels, Horn and Crescent
ss-222	cp-swahili	guilds_associations	Swahili Trade Networks	Swahili merchants operated extensive trade networks connecting East Africa with Arabia, Persia, India, and China. Trade goods included gold, ivory, enslaved people, and luxury imports.	Sultan|Merchant Prince|Ship Captain (Nakhoda)|Broker|Porter	patrilineal	oligarchic	kin-011	800	1500	Sheriff, Dhow Cultures of the Indian Ocean
ss-223	cp-swahili	family_structure	Swahili Patrician Family	Patrician (waungwana) families traced descent patrilineally and maintained genealogies connecting them to Arabian or Persian origins. Marriage alliances cemented mercantile partnerships.	Patriarch|Senior Wife|Son|Daughter|Client|Slave	patrilineal	oligarchic	kin-011	800	1500	Middleton, The World of the Swahili
ss-224	cp-tonga-polynesian	government	Tongan Tu'i System	Tonga developed a unique triple chieftainship: the Tu'i Tonga (sacred paramount), Tu'i Ha'atakalaua (secular ruler), and Tu'i Kanokupolu (executive chief), distributing sacred and secular power.	Tu'i Tonga|Tu'i Ha'atakalaua|Tu'i Kanokupolu|Ma'atu (Lesser Chief)|Matapule (Talking Chief)	patrilineal	autocratic	kin-006	950	1875	Bott, Tongan Society at the Time of Captain Cook's Visits
ss-225	cp-tonga-polynesian	class_hierarchy	Tongan Social Hierarchy	A highly stratified Polynesian society with the hou'eiki (chiefs) at the apex, followed by matapule (ceremonial attendants), mu'a (artisans), and tu'a (commoners).	Tu'i Tonga|Hou'eiki (Chief)|Matapule (Talking Chief)|Mu'a (Craftsman)|Tu'a (Commoner)	patrilineal	autocratic	kin-006	950	1875	Kirch, The Evolution of the Polynesian Chiefdoms
ss-226	cp-tonga-polynesian	religious_hierarchy	Tongan Sacred Kingship	The Tu'i Tonga was considered divine, descended from the sky god Tangaloa. The Fale o Mua (house of the Tu'i Tonga) maintained sacred rituals and the inasi (first fruits) ceremony.	Tu'i Tonga|High Priest|Fale Fisi (Temple Keeper)|Matapule	patrilineal	theocratic	kin-006	950	1875	Gifford, Tongan Society
ss-227	cp-tonga-polynesian	family_structure	Tongan Kainga	The kainga (extended family) was organized around senior and junior lines. The fahu (father's sister) held special ceremonial authority over her brother's children.	Ulumotu'a (Family Head)|Fahu (Father's Sister)|Mehekitanga (Mother's Brother)|Senior Sibling|Junior Sibling	patrilineal	autocratic	kin-006	950	1875	Bott, Tongan Society at the Time of Captain Cook's Visits
ss-228	cp-modern-western	government	Modern Liberal Democracy	Representative democracies with elected legislatures, independent judiciaries, and constitutional protections for individual rights. Separation of powers prevents concentration of authority.	President/Prime Minister|Legislator|Supreme Court Justice|Cabinet Minister|Governor|Mayor	elective	democratic	kin-001	1776	present	Dahl, On Democracy
ss-229	cp-modern-western	class_hierarchy	Modern Western Class System	Socioeconomic classes based primarily on wealth, education, and occupation rather than birth. Social mobility is possible but uneven, with persistent structural inequalities.	Upper Class|Upper Middle Class|Middle Class|Working Class|Underclass	bilateral	democratic	kin-001	1776	present	Wright, Class Counts
ss-230	cp-modern-western	legal_system	Western Constitutional Law	Legal systems based on either common law (Anglo-American) or civil law (Continental) traditions. Constitutional courts ensure legislative compliance with fundamental rights.	Supreme Court Justice|Judge|Prosecutor|Defense Attorney|Jury Member	bilateral	democratic	kin-001	1776	present	Merryman & Perez-Perdomo, The Civil Law Tradition
ss-231	cp-modern-western	education_system	Western Public Education	Universal compulsory education through primary and secondary schools, with public universities providing higher education. Curricula combine sciences, humanities, and vocational training.	Minister of Education|University President|Professor|Teacher|Student	bilateral	democratic	kin-001	1776	present	Dewey, Democracy and Education
ss-232	cp-modern-western	family_structure	Western Nuclear Family	The nuclear family (parents and children) became the dominant form in the 20th century, though extended family ties and diverse family structures persist and are increasingly recognized.	Parent|Child|Grandparent|Sibling	bilateral	democratic	kin-001	1900	present	Goode, World Revolution and Family Patterns
ss-233	cp-modern-western	gender_roles	Western Gender Equality Movements	Progressive expansion of women's rights from suffrage through workplace equality to reproductive rights, though gender gaps persist in pay, representation, and domestic labor.	Citizen|Feminist Activist|Legislator|Equal Opportunity Officer|Labor Union Representative	bilateral	democratic	kin-001	1848	present	Offen, European Feminisms 1700-1950
ss-234	cp-modern-western	religious_hierarchy	Western Secular-Religious Pluralism	Separation of church and state with freedom of religion. Diverse religious organizations operate independently while secular institutions govern public life.	Head of State (Secular)|Religious Leader|Congregation Member|Interfaith Council Member	bilateral	democratic	kin-001	1776	present	Taylor, A Secular Age
ss-235	cp-modern-western	guilds_associations	Modern Professional Associations	Professional organizations (bar associations, medical boards, trade unions) regulate standards, credential practitioners, and advocate for members' interests.	Association President|Board Member|Licensed Professional|Trainee/Intern	bilateral	democratic	kin-001	1800	present	Abbott, The System of Professions
ss-236	cp-roman	guilds_associations	Roman Collegia	Voluntary associations (collegia) of artisans, merchants, and laborers that provided mutual aid, funeral insurance, and social fellowship. Some had political influence.	Magister Collegii|Quaestor|Member|Patron	patrilineal	oligarchic	kin-029	-200	476	Verboven, The Associative Order
ss-237	cp-roman	gender_roles	Roman Gender and Matrona	Roman women of the elite class (matronae) could own property and manage businesses, but were excluded from political office. Their social influence was exercised through family networks.	Materfamilias|Matrona|Vestal Virgin|Freedwoman|Slave Woman	patrilineal	autocratic	kin-029	-753	476	Treggiari, Roman Marriage
ss-238	cp-greek-athens	guilds_associations	Athenian Metic Trade Networks	Metics (resident foreigners) dominated trade and manufacturing in Athens. They formed informal networks, were excluded from land ownership, and required citizen sponsors (prostates).	Prostates (Citizen Sponsor)|Metic Trader|Banker (Trapezites)|Craftsman|Laborer	patrilineal	democratic	kin-029	-508	-322	Whitehead, The Ideology of the Athenian Metic
ss-239	cp-greek-athens	military_organization	Athenian Navy and Hoplites	Citizen hoplites served in the phalanx while the thetes rowed in the trireme fleet. The navy was Athens' greatest military asset and the basis of its maritime empire.	Strategos (General)|Trierarch|Hoplite|Thete (Rower)|Toxotes (Archer)	patrilineal	democratic	kin-029	-508	-322	Hanson, The Western Way of War
ss-240	cp-egypt	gender_roles	Egyptian Women's Legal Status	Egyptian women enjoyed relatively high legal status, able to own property, conduct business, serve as witnesses, and initiate divorce. Royal women could serve as regent or even pharaoh.	Queen (Great Royal Wife)|God's Wife of Amun|Noblewoman|Female Scribe|Common Woman	bilateral	autocratic		-3100	-30	Robins, Women in Ancient Egypt
ss-241	cp-egypt	guilds_associations	Egyptian Artisan Communities	Specialized artisan communities like Deir el-Medina housed workers who built royal tombs. They were organized into work gangs with foremen and maintained their own courts.	Foreman|Scribe of the Tomb|Chief Craftsman|Artisan|Laborer	patrilineal	autocratic		-1550	-1069	Meskell, Private Life in New Kingdom Egypt
ss-242	cp-mongol	religious_hierarchy	Mongol Religious Tolerance	The Mongols practiced shamanism but tolerated all religions. Christian, Muslim, Buddhist, and Daoist clerics were exempt from taxation and served as advisors to the khans.	Great Khan|Chief Shaman|Nestorian Priest|Buddhist Lama|Muslim Imam|Daoist Priest	patrilineal	autocratic		1206	1368	Atwood, Encyclopedia of Mongolia and the Mongol Empire
ss-243	cp-mongol	gender_roles	Mongol Women's Authority	Elite Mongol women managed estates, conducted diplomacy, and served as regents. Khatuns (queens) presided over their own ordo (camp) and controlled substantial resources.	Khatun (Queen)|Senior Wife|Regent|Estate Manager|Herder Woman	patrilineal	autocratic		1206	1368	Broadbridge, Women and the Making of the Mongol Empire
ss-244	cp-mongol	education_system	Mongol Uighur Script Adoption	Chinggis Khan adopted the Uighur script for Mongol and established schools for training administrators. The Yassa required princes and nobles to be educated in laws and languages.	Khan|Uighur Scribe-Teacher|Bichigchi (Secretary)|Student Prince|Translator	patrilineal	autocratic		1206	1368	Allsen, Culture and Conquest in Mongol Eurasia
ss-245	cp-ottoman	family_structure	Ottoman Imperial Harem	The imperial harem was a complex institution where the valide sultan (queen mother) held enormous power. Concubines could rise to become haseki sultan, wielding political influence.	Sultan|Valide Sultan (Queen Mother)|Haseki Sultan|Kadin|Ikbal|Cariye (Concubine)	patrilineal	autocratic	kin-010	1299	1922	Peirce, The Imperial Harem
ss-246	cp-ottoman	gender_roles	Ottoman Gender Segregation	Urban Ottoman society maintained strict gender segregation. Women of the elite were secluded but managed household resources and property; rural women had more public roles.	Sultan|Valide Sultan|Harem Woman|Free Urban Woman|Rural Woman|Female Slave	patrilineal	autocratic	kin-010	1299	1922	Tucker, Women, Family and Gender in Islamic Law
ss-247	cp-persian-achaemenid	family_structure	Achaemenid Royal Household	The royal household was vast, with the queen mother holding significant influence. Royal women owned estates and commanded their own workforces as documented in Persepolis tablets.	King of Kings|Queen Mother|Royal Wife|Prince|Princess|Household Manager	patrilineal	autocratic		-550	-330	Brosius, Women in Ancient Persia
ss-248	cp-persian-achaemenid	education_system	Achaemenid Noble Education	Persian noble boys were educated from age 5 to 20 in riding, archery, and speaking the truth, according to Herodotus. Magi provided religious instruction and court education.	Royal Tutor|Magus Teacher|Noble Student|Military Trainer	patrilineal	autocratic		-550	-330	Briant, From Cyrus to Alexander
ss-249	cp-inca	legal_system	Inca Imperial Law	The Sapa Inca was the supreme lawgiver. Laws enforced work obligations (mit'a), prohibited theft and laziness, and regulated marriage. Punishments included death, exile, and loss of privileges.	Sapa Inca|Tucuyricuc (Royal Inspector)|Judge|Quipucamayoc (Record Keeper)	patrilineal	autocratic		1438	1533	D'Altroy, The Incas
ss-250	cp-inca	gender_roles	Inca Complementary Gender	Inca gender ideology emphasized complementarity. Women controlled household production and certain ritual domains; acllas (chosen women) served the state in weaving and religious roles.	Coya (Queen)|Aclla (Chosen Woman)|Mamacuna (Priestess)|Common Woman|Curaca's Wife	bilateral	autocratic		1438	1533	Silverblatt, Moon, Sun, and Witches
ss-251	cp-aztec	family_structure	Aztec Calpulli Family	The calpulli was a territorial/kinship unit that allocated land, organized labor, and maintained a temple. Families within the calpulli held usufruct rights to communal land.	Calpulli Chief (Calpullec)|Family Head|Wife|Son|Daughter|Elder	patrilineal	oligarchic		1428	1521	Berdan, The Aztecs of Central Mexico
ss-252	cp-aztec	gender_roles	Aztec Women's Roles	Women managed households, wove textiles (a sacred activity), served as healers and midwives, and could operate in the marketplace. Goddesses like Coatlicue held cosmic power.	Noble Woman|Priestess|Midwife (Ticitl)|Market Woman|Weaver	patrilineal	oligarchic		1428	1521	Kellogg, Weaving the Past: A History of Latin America's Indigenous Women
ss-253	cp-maya	legal_system	Maya Royal Justice	The k'uhul ajaw served as supreme judge. Maya law was administered by batab (local lords) and holpop (community leaders). Punishments included slavery, sacrifice, and restitution.	K'uhul Ajaw|Batab (Local Lord)|Holpop (Community Leader)|Ah Kulel (Court Official)	patrilineal	autocratic		-2000	1697	Sharer & Traxler, The Ancient Maya
ss-254	cp-maya	military_organization	Maya Warfare	Warfare was central to Maya politics, aimed at capturing elite prisoners for sacrifice and establishing tributary relationships. Noble warriors led campaigns during dry season.	K'uhul Ajaw|Nacom (War Captain)|Batab|Holcan (Elite Warrior)|Common Warrior	patrilineal	autocratic		-2000	1697	Webster, The Fall of the Ancient Maya
ss-255	cp-maya	gender_roles	Maya Royal Women	Elite Maya women served as regents, diplomats, and ritual participants. Queens are depicted on stelae performing bloodletting rituals and wielding political authority.	Ix Kaloomte' (Queen)|Royal Mother|Priestess|Noble Woman|Common Woman	patrilineal	autocratic		-2000	1697	Martin & Grube, Chronicle of the Maya Kings and Queens
