Cuisine,Item Number,Food Item,Food Type
Peruvian,10,Rocoto Relleno,Main Dish
Peruvian,11,Cuy Chactado,Main Dish
Peruvian,12,Pachamanca,Main Dish
Peruvian,13,Tiradito,Seafood Dish
Peruvian,14,Leche de Tigre,Beverage/Appetizer
Peruvian,15,Chupe de Camarones,Soup
Peruvian,16,Seco de Cordero,Stew
Peruvian,17,Carapulcra,Stew
Peruvian,18,Olluquito con Charqui,Stew
Peruvian,19,Aguadito,Soup
Peruvian,20,Parihuela,Soup
Peruvian,21,Chilcano,Soup
Peruvian,22,Sudado de Pescado,Stew
Peruvian,23,Escabeche de Pescado,Main Dish
Peruvian,24,Arroz con Mariscos,Main Dish
Peruvian,25,Jalea,Main Dish
Peruvian,26,Chicharrón de Calamar,Appetizer
Peruvian,27,Chicharrón de Pescado,Main Dish
Peruvian,28,Chicharrón de Pollo,Main Dish
Peruvian,29,Chicharrón de Cerdo,Main Dish
Peruvian,30,Butifarra,Sandwich
Peruvian,31,Tamales Peruanos,Main Dish
Peruvian,32,Humitas,Main Dish
Peruvian,33,Juane,Main Dish
Peruvian,34,Tacacho con Cecina,Main Dish
Peruvian,35,Inchicapi,Soup
Peruvian,36,Patarashca,Main Dish
Peruvian,37,Caldo de Gallina,Soup
Peruvian,38,Shambar,Soup
Peruvian,39,Mondonguito a la Italiana,Stew
Peruvian,40,Sancochado,Soup/Stew
Peruvian,41,Patasca,Soup
Peruvian,42,Adobo Arequipeño,Main Dish
Peruvian,43,Malaya,Main Dish
Peruvian,44,Cau Cau,Stew
Peruvian,45,Chanfainita,Stew
Peruvian,46,Salchipapas,Street Food
Peruvian,47,Papa Rellena,Appetizer
Peruvian,48,Empanadas Peruanas,Appetizer
Peruvian,49,Tequeños,Appetizer
Peruvian,50,Yuca Frita,Side Dish
Peruvian,51,Choclo con Queso,Side Dish
Peruvian,52,Cancha,Snack
Peruvian,53,Ocopa Arequipeña,Appetizer
Peruvian,54,Solterito,Salad
Peruvian,55,Ensalada de Palta,Salad
Peruvian,56,Ensalada Rusa,Salad
Peruvian,57,Sarsa Criolla,Condiment
Peruvian,58,Ají Amarillo Sauce,Sauce
Peruvian,59,Ají Panca Sauce,Sauce
Peruvian,60,Huancaína Sauce,Sauce
Peruvian,61,Arroz Chaufa,Main Dish
Peruvian,62,Tallarin Saltado,Main Dish
Peruvian,63,Wantan Frito,Appetizer
Peruvian,64,Aeropuerto,Main Dish
Peruvian,65,Enrollado de Pollo,Main Dish
Peruvian,66,Estofado de Pollo,Stew
Peruvian,67,Pollo al Horno,Main Dish
Peruvian,68,Milanesa,Main Dish
Peruvian,69,Apanado,Main Dish
Peruvian,70,Chuleta de Cerdo,Main Dish
Peruvian,71,Costillas de Cerdo,Main Dish
Peruvian,72,Adobo de Chancho,Main Dish
Peruvian,73,Chicharrones,Main Dish
Peruvian,74,Lechón,Main Dish
Peruvian,75,Rachi,Appetizer
Peruvian,76,Chunchules,Appetizer
Peruvian,77,Mollejitas,Appetizer
Peruvian,78,Corazón Anticucho,Street Food
Peruvian,79,Pollo Anticucho,Street Food
Peruvian,80,Choclo con Huevo,Side Dish
Peruvian,81,Caldo de Cabeza,Soup
Peruvian,82,Sopa de Menestrón,Soup
Peruvian,83,Sopa Teológica,Soup
Peruvian,84,Sopa Seca,Main Dish
Peruvian,85,Caigua Rellena,Main Dish
Peruvian,86,Zapallo Relleno,Main Dish
Peruvian,87,Yuca al Ajillo,Side Dish
Peruvian,88,Camarones al Ajillo,Main Dish
Peruvian,89,Pulpo al Olivo,Appetizer
Peruvian,90,Suspiro Limeño,Dessert
Peruvian,91,Mazamorra Morada,Dessert
Peruvian,92,Arroz con Leche,Dessert
Peruvian,93,Picarones,Dessert
Peruvian,94,Turrón de Doña Pepa,Dessert
Peruvian,95,Alfajores,Dessert
Peruvian,96,King Kong,Dessert
Peruvian,97,Chocotejas,Dessert
Peruvian,98,Pisco Sour,Beverage
Peruvian,99,Chicha Morada,Beverage
Peruvian,100,Inca Kola,Beverage
Polish,1,Pierogi,Dumpling
Polish,2,Bigos,Stew
Polish,3,Żurek,Soup
Polish,4,Barszcz,Soup
Polish,5,Kotlet Schabowy,Main Dish
Polish,6,Gołąbki,Main Dish
Polish,7,Placki Ziemniaczane,Side Dish
Polish,8,Kielbasa,Sausage
Polish,9,Flaki,Soup
Polish,10,Rosół,Soup
Polish,11,Krupnik,Soup
Polish,12,Ogórkowa,Soup
Polish,13,Kapuśniak,Soup
Polish,14,Grochówka,Soup
Polish,15,Czernina,Soup
Polish,16,Zrazy,Main Dish
Polish,17,Pulpety,Meatball
Polish,18,Klopsiki,Meatball
Polish,19,Pasztet,Pâté
Polish,20,Smalec,Spread
Polish,21,Oscypek,Cheese
Polish,22,Twaróg,Cheese
Polish,23,Bryndza,Cheese
Polish,24,Kaszanka,Sausage
Polish,25,Krakowska,Sausage
Polish,26,Kabanos,Sausage
Polish,27,Salceson,Sausage
Polish,28,Wędlina,Cured Meat
Polish,29,Schab,Main Dish
Polish,30,Golonka,Main Dish
Polish,31,Karkówka,Main Dish
Polish,32,Żeberka,Main Dish
Polish,33,Pieczeń,Main Dish
Polish,34,Pieczona Kaczka,Main Dish
Polish,35,Pieczona Gęś,Main Dish
Polish,36,Karp,Main Dish
Polish,37,Śledź,Appetizer
Polish,38,Tatar,Appetizer
Polish,39,Śledź w Śmietanie,Appetizer
Polish,40,Śledź w Oleju,Appetizer
Polish,41,Mizeria,Salad
Polish,42,Surówka z Kapusty,Salad
Polish,43,Sałatka Jarzynowa,Salad
Polish,44,Śledzie w Oleju,Appetizer
Polish,45,Makaron z Serem,Main Dish
Polish,46,Kopytka,Dumpling
Polish,47,Pyzy,Dumpling
Polish,48,Kluski Śląskie,Dumpling
Polish,49,Leniwe,Dumpling
Polish,50,Uszka,Dumpling
Polish,51,Krokiety,Appetizer
Polish,52,Naleśniki,Pancake
Polish,53,Racuchy,Pancake
Polish,54,Faworki,Dessert
Polish,55,Pączki,Dessert
Polish,56,Sernik,Dessert
Polish,57,Makowiec,Dessert
Polish,58,Piernik,Dessert
Polish,59,Szarlotka,Dessert
Polish,60,Jabłecznik,Dessert
Polish,61,Krówki,Candy
Polish,62,Ptasie Mleczko,Candy
Polish,63,Prince Polo,Candy
Polish,64,Toffifee,Candy
Polish,65,Rogale Świętomarcińskie,Dessert
Polish,66,Kołacz,Dessert
Polish,67,Babka,Dessert
Polish,68,Mazurek,Dessert
Polish,69,Murzynek,Dessert
Polish,70,Keks,Dessert
Polish,71,Biszkopt,Dessert
Polish,72,Sekacz,Dessert
Polish,73,Napoleonka,Dessert
Polish,74,Kremówka,Dessert
Polish,75,Wuzetka,Dessert
Polish,76,Karpatka,Dessert
Polish,77,Pischinger,Dessert
Polish,78,Pierniczki,Cookie
Polish,79,Ciastka Kruche,Cookie
Polish,80,Ciasteczka,Cookie
Polish,81,Herbatniki,Cookie
Polish,82,Wafle,Cookie
Polish,83,Rurki,Cookie
Polish,84,Gofry,Waffle
Polish,85,Chleb,Bread
Polish,86,Bułka,Bread
Polish,87,Kajzerka,Bread
Polish,88,Bagietka,Bread
Polish,89,Chleb Razowy,Bread
Polish,90,Kompot,Beverage
Polish,91,Sok,Beverage
Polish,92,Kawa,Beverage
Polish,93,Herbata,Beverage
Polish,94,Piwo,Beverage
Polish,95,Wódka,Beverage
Polish,96,Żubrówka,Beverage
Polish,97,Śliwowica,Beverage
Polish,98,Krupnik (liqueur),Beverage
Polish,99,Miód Pitny,Beverage
Polish,100,Kisiel,Dessert
Portuguese,1,Bacalhau à Brás,Main Dish
Portuguese,2,Bacalhau à Gomes de Sá,Main Dish
Portuguese,3,Caldo Verde,Soup
Portuguese,4,Francesinha,Sandwich
Portuguese,5,Pastel de Nata,Dessert
Portuguese,6,Arroz de Marisco,Main Dish
Portuguese,7,Cataplana,Stew
Portuguese,8,Alheira,Sausage
Portuguese,9,Chouriço,Sausage
Portuguese,10,Piri Piri Chicken,Main Dish
Portuguese,11,Sardinhas Assadas,Grilled Fish
Portuguese,12,Polvo à Lagareiro,Main Dish
Portuguese,13,Cozido à Portuguesa,Stew
Portuguese,14,Tripas à Moda do Porto,Stew
Portuguese,15,Açorda,Bread Soup
Portuguese,16,Sopa da Pedra,Soup
Portuguese,17,Feijoada,Stew
Portuguese,18,Arroz de Pato,Main Dish
Portuguese,19,Cabidela,Stew
Portuguese,20,Chanfana,Stew
Portuguese,21,Rojões,Main Dish
Portuguese,22,Porco à Alentejana,Main Dish
Portuguese,23,Bifana,Sandwich
Portuguese,24,Prego,Sandwich
Portuguese,25,Pataniscas,Fritter
Portuguese,26,Pastéis de Bacalhau,Appetizer
Portuguese,27,Ameijoas à Bulhão Pato,Appetizer
Portuguese,28,Percebes,Seafood
Portuguese,29,Conquilhas,Appetizer
Portuguese,30,Lulas Recheadas,Main Dish
Portuguese,31,Caldeirada,Stew
Portuguese,32,Arroz de Cabidela,Main Dish
Portuguese,33,Migas,Side Dish
Portuguese,34,Favas,Side Dish
Portuguese,35,Espetada,Grilled Skewers
Portuguese,36,Bife à Café,Main Dish
Portuguese,37,Bitoque,Main Dish
Portuguese,38,Picanha,Main Dish
Portuguese,39,Carne de Porco à Alentejana,Main Dish
Portuguese,40,Ensopado de Borrego,Stew
Portuguese,41,Rancho,Stew
Portuguese,42,Sopa de Peixe,Soup
Portuguese,43,Gaspacho,Soup
Portuguese,44,Sopa de Legumes,Soup
Portuguese,45,Canja,Soup
Portuguese,46,Sopa de Grão,Soup
Portuguese,47,Queijadas,Dessert
Portuguese,48,Travesseiros,Dessert
Portuguese,49,Ovos Moles,Dessert
Portuguese,50,Arroz Doce,Dessert
Portuguese,51,Leite Creme,Dessert
Portuguese,52,Pudim Flan,Dessert
Portuguese,53,Pudim Abade de Priscos,Dessert
Portuguese,54,Bolo de Arroz,Dessert
Portuguese,55,Bolo Rei,Dessert
Portuguese,56,Bolo de Bolacha,Dessert
Portuguese,57,Toucinho do Céu,Dessert
Portuguese,58,Pão de Ló,Dessert
Portuguese,59,Rabanadas,Dessert
Portuguese,60,Filhós,Dessert
Portuguese,61,Sonhos,Dessert
Portuguese,62,Azevias,Dessert
Portuguese,63,Bolo de Mel,Dessert
Portuguese,64,Broas,Bread
Portuguese,65,Bolo de Caco,Bread
Portuguese,66,Pão Alentejano,Bread
Portuguese,67,Cornbread (Broa),Bread
Portuguese,68,Massa Sovada,Bread
Portuguese,69,Folar,Bread
Portuguese,70,Sericaia,Dessert
Portuguese,71,Morgado,Dessert
Portuguese,72,Dom Rodrigo,Dessert
Portuguese,73,Barriga de Freira,Dessert
Portuguese,74,Papos de Anjo,Dessert
Portuguese,75,Trouxas de Ovos,Dessert
Portuguese,76,Fatias Douradas,Dessert
Portuguese,77,Aletria,Dessert
Portuguese,78,Lampreia de Ovos,Dessert
Portuguese,79,Cavacas,Cookie
Portuguese,80,Biscoitos,Cookie
Portuguese,81,Broinhas,Cookie
Portuguese,82,Esquecidos,Cookie
Portuguese,83,Vinho do Porto,Beverage
Portuguese,84,Vinho Verde,Beverage
Portuguese,85,Ginjinha,Beverage
Portuguese,86,Moscatel,Beverage
Portuguese,87,Medronho,Beverage
Portuguese,88,Licor Beirão,Beverage
Portuguese,89,Sumol,Beverage
Portuguese,90,Galão,Beverage
Portuguese,91,Bica,Beverage
Portuguese,92,Mazagran,Beverage
Portuguese,93,Serra da Estrela Cheese,Cheese
Portuguese,94,Azeitão Cheese,Cheese
Portuguese,95,São Jorge Cheese,Cheese
Portuguese,96,Requeijão,Cheese
Portuguese,97,Presunto,Cured Meat
Portuguese,98,Morcela,Sausage
Portuguese,99,Farinheira,Sausage
Portuguese,100,Linguiça,Sausage
Spanish,1,Paella,Rice Dish
Spanish,2,Tapas,Appetizer
Spanish,3,Jamón Ibérico,Cured Meat
Spanish,4,Gazpacho,Soup
Spanish,5,Tortilla Española,Egg Dish
Spanish,6,Patatas Bravas,Appetizer
Spanish,7,Churros con Chocolate,Dessert
Spanish,8,Croquetas,Appetizer
Spanish,9,Pimientos de Padrón,Appetizer
Spanish,10,Pan con Tomate,Appetizer
Spanish,11,Pulpo a la Gallega,Main Dish
Spanish,12,Gambas al Ajillo,Appetizer
Spanish,13,Calamares a la Romana,Appetizer
Spanish,14,Albóndigas,Main Dish
Spanish,15,Chorizo,Sausage
Spanish,16,Morcilla,Sausage
Spanish,17,Salchichón,Sausage
Spanish,18,Sobrasada,Sausage
Spanish,19,Fabada Asturiana,Stew
Spanish,20,Cocido Madrileño,Stew
Spanish,21,Callos a la Madrileña,Stew
Spanish,22,Rabo de Toro,Main Dish
Spanish,23,Lechazo Asado,Main Dish
Spanish,24,Cochinillo Asado,Main Dish
Spanish,25,Cordero al Chilindrón,Stew
Spanish,26,Pollo al Ajillo,Main Dish
Spanish,27,Arroz Negro,Rice Dish
Spanish,28,Arroz con Bogavante,Rice Dish
Spanish,29,Fideuà,Noodle Dish
Spanish,30,Migas,Main Dish
Spanish,31,Salmorejo,Soup
Spanish,32,Pisto Manchego,Vegetable Dish
Spanish,33,Escalivada,Side Dish
Spanish,34,Empanada Gallega,Savory Pie
Spanish,35,Caldo Gallego,Soup
Spanish,36,Lacón con Grelos,Main Dish
Spanish,37,Percebes,Seafood
Spanish,38,Mejillones al Vapor,Appetizer
Spanish,39,Navajas,Seafood
Spanish,40,Almejas a la Marinera,Main Dish
Spanish,41,Chipirones en su Tinta,Main Dish
Spanish,42,Bacalao al Pil Pil,Main Dish
Spanish,43,Bacalao a la Vizcaína,Main Dish
Spanish,44,Marmitako,Stew
Spanish,45,Txangurro,Main Dish
Spanish,46,Pintxos,Appetizer
Spanish,47,Gilda,Appetizer
Spanish,48,Boquerones en Vinagre,Appetizer
Spanish,49,Ensaladilla Rusa,Salad
Spanish,50,Huevos Rotos,Main Dish
Spanish,51,Revuelto de Setas,Main Dish
Spanish,52,Revuelto de Ajetes,Main Dish
Spanish,53,Piperada,Side Dish
Spanish,54,Menestra de Verduras,Vegetable Dish
Spanish,55,Espinacas con Garbanzos,Stew
Spanish,56,Potaje de Garbanzos,Stew
Spanish,57,Lentejas Guisadas,Stew
Spanish,58,Alubias con Chorizo,Stew
Spanish,59,Berenjenas con Miel,Appetizer
Spanish,60,Calabacín Relleno,Main Dish
Spanish,61,Pimientos Rellenos,Main Dish
Spanish,62,Tomates Rellenos,Main Dish
Spanish,63,Gazpacho Manchego,Stew
Spanish,64,Ajo Blanco,Soup
Spanish,65,Sopa Castellana,Soup
Spanish,66,Sopa de Ajo,Soup
Spanish,67,Escudella,Soup
Spanish,68,Sopa de Picadillo,Soup
Spanish,69,Crema de Verduras,Soup
Spanish,70,Carne en Salsa,Main Dish
Spanish,71,Carrilleras al Vino Tinto,Main Dish
Spanish,72,Solomillo al Whisky,Main Dish
Spanish,73,Entrecot,Main Dish
Spanish,74,Chuletas de Cordero,Main Dish
Spanish,75,Secreto Ibérico,Main Dish
Spanish,76,Pluma Ibérica,Main Dish
Spanish,77,Magro con Tomate,Main Dish
Spanish,78,Flamenquín,Main Dish
Spanish,79,Salmorejo de Carne,Main Dish
Spanish,80,Pringá,Main Dish
Spanish,81,Caldereta de Cordero,Stew
Spanish,82,Caldereta de Cabrito,Stew
Spanish,83,Perdiz Escabechada,Main Dish
Spanish,84,Conejo al Ajillo,Main Dish
Spanish,85,Codornices Guisadas,Main Dish
Spanish,86,Flan de Huevo,Dessert
Spanish,87,Natillas,Dessert
Spanish,88,Arroz con Leche,Dessert
Spanish,89,Tarta de Santiago,Dessert
Spanish,90,Crema Catalana,Dessert
Spanish,91,Turrón,Candy
Spanish,92,Polvorones,Cookie
Spanish,93,Mantecados,Cookie
Spanish,94,Tocino de Cielo,Dessert
Spanish,95,Pestiños,Dessert
Spanish,96,Rosquillas,Dessert
Spanish,97,Buñuelos,Dessert
Spanish,98,Torrijas,Dessert
Spanish,99,Sangría,Beverage
Spanish,100,Horchata,Beverage
Thai,1,Pad Thai,Noodle Dish
Thai,2,Tom Yum Goong,Soup
Thai,3,Green Curry,Curry
Thai,4,Red Curry,Curry
Thai,5,Massaman Curry,Curry
Thai,6,Pad See Ew,Noodle Dish
Thai,7,Som Tam,Salad
Thai,8,Larb,Salad
Thai,9,Tom Kha Gai,Soup
Thai,10,Khao Pad,Fried Rice
Thai,11,Pad Krapow Moo,Stir-Fry
Thai,12,Pad Krapow Gai,Stir-Fry
Thai,13,Panang Curry,Curry
Thai,14,Yellow Curry,Curry
Thai,15,Gaeng Keow Wan,Curry
Thai,16,Gaeng Phed,Curry
Thai,17,Gaeng Daeng,Curry
Thai,18,Gaeng Hanglay,Curry
Thai,19,Khao Soi,Noodle Soup
Thai,20,Khao Man Gai,Rice Dish
Thai,21,Khao Moo Daeng,Rice Dish
Thai,22,Khao Moo Grob,Rice Dish
Thai,23,Khao Kha Moo,Rice Dish
Thai,24,Gai Yang,Grilled Chicken
Thai,25,Moo Ping,Grilled Pork
Thai,26,Satay,Grilled Skewers
Thai,27,Crying Tiger (Suea Rong Hai),Grilled Beef
Thai,28,Nam Tok,Salad
Thai,29,Yam Nua,Salad
Thai,30,Yam Woon Sen,Salad
Thai,31,Yam Talay,Salad
Thai,32,Yam Mama,Salad
Thai,33,Pla Pao,Grilled Fish
Thai,34,Pla Rad Prik,Main Dish
Thai,35,Pla Neung Manao,Steamed Fish
Thai,36,Hoi Tod,Omelet
Thai,37,Hor Mok,Curry Custard
Thai,38,Khanom Jeen Nam Ya,Noodle Dish
Thai,39,Khanom Jeen Nam Ngiao,Noodle Dish
Thai,40,Kuay Teow Reua,Noodle Soup
Thai,41,Kuay Teow Nam Tok,Noodle Soup
Thai,42,Kuay Teow Neua,Noodle Soup
Thai,43,Guay Tiew Tom Yum,Noodle Soup
Thai,44,Pad Woon Sen,Noodle Dish
Thai,45,Pad Kee Mao (Drunken Noodles),Noodle Dish
Thai,46,Pad Si Racha,Noodle Dish
Thai,47,Rad Na,Noodle Dish
Thai,48,Khao Tom,Rice Soup
Thai,49,Jok,Rice Porridge
Thai,50,Khao Niao Mamuang,Dessert
Thai,51,Khao Niao,Side Dish
Thai,52,Sticky Rice,Side Dish
Thai,53,Phat Phak Ruam,Stir-Fry
Thai,54,Phak Bung Fai Daeng,Stir-Fry
Thai,55,Tod Mun Pla,Fried Cake
Thai,56,Tod Mun Khao Pod,Fried Cake
Thai,57,Spring Rolls,Appetizer
Thai,58,Fresh Spring Rolls,Appetizer
Thai,59,Po Pia Tod,Fried Roll
Thai,60,Po Pia Sod,Fresh Roll
Thai,61,Gai Tod,Fried Chicken
Thai,62,Peek Gai Tod,Fried Chicken Wings
Thai,63,Phat Phrik Khing,Stir-Fry
Thai,64,Kai Jeow,Omelet
Thai,65,Khai Luk Khoei,Egg Dish
Thai,66,Moo Tod,Fried Pork
Thai,67,Neua Pad Prik,Stir-Fry
Thai,68,Pla Tod,Fried Fish
Thai,69,Pla Muek Tod Kratiem,Fried Squid
Thai,70,Poo Pad Pong Garee,Stir-Fry
Thai,71,Goong Pad Preow Wan,Stir-Fry
Thai,72,Goong Tod Gratiem,Fried Shrimp
Thai,73,Goong Chup Paeng Tod,Fried Shrimp
Thai,74,Khao Pad Sapparot,Fried Rice
Thai,75,Khao Pad Poo,Fried Rice
Thai,76,Khao Pad Goong,Fried Rice
Thai,77,Khao Kluk Gapi,Rice Dish
Thai,78,Khao Pad Krapow,Fried Rice
Thai,79,Gaeng Jued,Soup
Thai,80,Gaeng Som,Soup
Thai,81,Tom Saep,Soup
Thai,82,Suki,Hot Pot
Thai,83,Moo Krata,Hot Pot
Thai,84,Laab Moo,Salad
Thai,85,Laab Gai,Salad
Thai,86,Nam Prik Ong,Dip/Sauce
Thai,87,Nam Prik Kapi,Dip/Sauce
Thai,88,Nam Prik Noom,Dip/Sauce
Thai,89,Nam Prik Pao,Paste
Thai,90,Khanom Krok,Dessert
Thai,91,Khanom Bueang,Dessert
Thai,92,Khanom Thuay,Dessert
Thai,93,Tako,Dessert
Thai,94,Sangkaya Fak Thong,Dessert
Thai,95,Luk Chup,Dessert
Thai,96,Foi Thong,Dessert
Thai,97,Kluay Tod,Dessert
Thai,98,Thai Tea,Beverage
Thai,99,Thai Iced Coffee,Beverage
Thai,100,Nam Manao,Beverage
Turkish,1,Kebab,Grilled Meat
Turkish,2,Lahmacun,Flatbread
Turkish,3,Pide,Flatbread
Turkish,4,Döner,Sandwich
Turkish,5,Baklava,Dessert
Turkish,6,Turkish Delight,Candy
Turkish,7,Manti,Dumpling
Turkish,8,Börek,Savory Pastry
Turkish,9,Menemen,Breakfast Dish
Turkish,10,İskender Kebab,Main Dish
Turkish,11,Adana Kebab,Grilled Meat
Turkish,12,Şiş Kebab,Grilled Skewers
Turkish,13,Köfte,Meatball
Turkish,14,İmam Bayıldı,Main Dish
Turkish,15,Dolma,Stuffed Vegetable
Turkish,16,Mercimek Çorbası,Soup
Turkish,17,Ezogelin Çorbası,Soup
Turkish,18,Yayla Çorbası,Soup
Turkish,19,İşkembe Çorbası,Soup
Turkish,20,Kelle Paça,Soup
Turkish,21,Çığ Köfte,Appetizer
Turkish,22,Kısır,Salad
Turkish,23,Çoban Salatası,Salad
Turkish,24,Patlıcan Salatası,Salad
Turkish,25,Haydari,Dip/Sauce
Turkish,26,Cacık,Dip/Sauce
Turkish,27,Acuka,Dip/Sauce
Turkish,28,Tahin Pekmez,Spread
Turkish,29,Simit,Bread
Turkish,30,Gözleme,Flatbread
Turkish,31,Pişi,Fried Bread
Turkish,32,Açma,Bread
Turkish,33,Pogaca,Bread
Turkish,34,Midye Dolma,Appetizer
Turkish,35,Hamsi,Fried Fish
Turkish,36,Balık Ekmek,Sandwich
Turkish,37,Kılıç Şiş,Grilled Fish
Turkish,38,Çupra,Grilled Fish
Turkish,39,Levrek,Grilled Fish
Turkish,40,Mücver,Fritter
Turkish,41,Karnıyarık,Main Dish
Turkish,42,Hünkar Beğendi,Main Dish
Turkish,43,Kuzu Tandır,Main Dish
Turkish,44,Etli Yaprak Sarma,Main Dish
Turkish,45,Mantı,Dumpling
Turkish,46,Güveç,Stew
Turkish,47,Tas Kebap,Stew
Turkish,48,Kavurma,Main Dish
Turkish,49,Pastırma,Cured Meat
Turkish,50,Sucuk,Sausage
Turkish,51,Kuru Fasulye,Stew
Turkish,52,Nohut,Stew
Turkish,53,Mercimek,Side Dish
Turkish,54,Bulgur Pilavı,Side Dish
Turkish,55,Şehriyeli Pilav,Side Dish
Turkish,56,İç Pilav,Rice Dish
Turkish,57,Pilav,Rice Dish
Turkish,58,Zeytinyağlı Fasulye,Side Dish
Turkish,59,Zeytinyağlı Enginar,Side Dish
Turkish,60,Zeytinyağlı Bamya,Side Dish
Turkish,61,Zeytinyağlı Yaprak Sarma,Appetizer
Turkish,62,Patlıcan Kızartması,Side Dish
Turkish,63,Kabak Mücveri,Fritter
Turkish,64,Sigara Böreği,Appetizer
Turkish,65,Su Böreği,Savory Pastry
Turkish,66,Kol Böreği,Savory Pastry
Turkish,67,Talaş Böreği,Savory Pastry
Turkish,68,Peynirli Börek,Savory Pastry
Turkish,69,Kıymalı Börek,Savory Pastry
Turkish,70,Kaşarlı Pide,Flatbread
Turkish,71,Kıymalı Pide,Flatbread
Turkish,72,Yumurtalı Pide,Flatbread
Turkish,73,Kuşbaşılı Pide,Flatbread
Turkish,74,Künefe,Dessert
Turkish,75,Kadayıf,Dessert
Turkish,76,Revani,Dessert
Turkish,77,Şekerpare,Dessert
Turkish,78,Tulumba,Dessert
Turkish,79,İrmik Helvası,Dessert
Turkish,80,Un Helvası,Dessert
Turkish,81,Tahin Helvası,Dessert
Turkish,82,Sütlaç,Dessert
Turkish,83,Kazandibi,Dessert
Turkish,84,Keşkül,Dessert
Turkish,85,Kabak Tatlısı,Dessert
Turkish,86,Aşure,Dessert
Turkish,87,Lokma,Dessert
Turkish,88,Pişmaniye,Candy
Turkish,89,Cezerye,Candy
Turkish,90,Akide Şekeri,Candy
Turkish,91,Turkish Coffee,Beverage
Turkish,92,Turkish Tea,Beverage
Turkish,93,Ayran,Beverage
Turkish,94,Şalgam,Beverage
Turkish,95,Boza,Beverage
Turkish,96,Sahlep,Beverage
Turkish,97,Rakı,Beverage
Turkish,98,Şıra,Beverage
Turkish,99,Limonata,Beverage
Turkish,100,Turşu,Pickle
Vietnamese,1,Pho,Noodle Soup
Vietnamese,2,Banh Mi,Sandwich
Vietnamese,3,Goi Cuon (Spring Rolls),Appetizer
Vietnamese,4,Bun Cha,Noodle Dish
Vietnamese,5,Cao Lau,Noodle Dish
Vietnamese,6,Banh Xeo,Savory Pancake
Vietnamese,7,Com Tam,Rice Dish
Vietnamese,8,Banh Cuon,Rice Roll
Vietnamese,9,Mi Quang,Noodle Dish
Vietnamese,10,Hu Tieu,Noodle Soup
Vietnamese,11,Bun Bo Hue,Noodle Soup
Vietnamese,12,Bun Rieu,Noodle Soup
Vietnamese,13,Bun Thit Nuong,Noodle Dish
Vietnamese,14,Bun Bo Nam Bo,Noodle Dish
Vietnamese,15,Bun Dau Mam Tom,Noodle Dish
Vietnamese,16,Goi Ga,Salad
Vietnamese,17,Goi Du Du,Salad
Vietnamese,18,Nom Hoa Chuoi,Salad
Vietnamese,19,Cha Ca La Vong,Main Dish
Vietnamese,20,Canh Chua,Soup
Vietnamese,21,Ca Kho To,Main Dish
Vietnamese,22,Thit Kho Tau,Main Dish
Vietnamese,23,Ga Kho Gung,Main Dish
Vietnamese,24,Ga Nuong,Grilled Chicken
Vietnamese,25,Ga Roti,Roasted Chicken
Vietnamese,26,Ga Tan,Soup
Vietnamese,27,Suon Nuong,Grilled Pork
Vietnamese,28,Thit Nuong,Grilled Pork
Vietnamese,29,Bo Nuong,Grilled Beef
Vietnamese,30,Bo Luc Lac,Stir-Fry
Vietnamese,31,Bo Kho,Stew
Vietnamese,32,Bo La Lot,Grilled Beef
Vietnamese,33,Nem Nuong,Grilled Sausage
Vietnamese,34,Nem Lui,Grilled Sausage
Vietnamese,35,Nem Ran (Cha Gio),Fried Roll
Vietnamese,36,Banh Bao,Steamed Bun
Vietnamese,37,Banh Beo,Rice Cake
Vietnamese,38,Banh Bot Loc,Dumpling
Vietnamese,39,Banh Canh,Noodle Soup
Vietnamese,40,Banh Khot,Pancake
Vietnamese,41,Banh Trang Nuong,Grilled Rice Paper
Vietnamese,42,Banh Trang Tron,Salad
Vietnamese,43,Banh Tet,Rice Cake
Vietnamese,44,Banh Chung,Rice Cake
Vietnamese,45,Xoi,Sticky Rice
Vietnamese,46,Xoi Ga,Sticky Rice
Vietnamese,47,Xoi Xeo,Sticky Rice
Vietnamese,48,Xoi Vo,Sticky Rice
Vietnamese,49,Chao Ga,Rice Porridge
Vietnamese,50,Chao Vit,Rice Porridge
Vietnamese,51,Chao Long,Rice Porridge
Vietnamese,52,Com Chien,Fried Rice
Vietnamese,53,Com Hen,Rice Dish
Vietnamese,54,Com Ga,Rice Dish
Vietnamese,55,Com Ga Hoi An,Rice Dish
Vietnamese,56,Com Suon,Rice Dish
Vietnamese,57,Com Bo,Rice Dish
Vietnamese,58,Bot Chien,Fried Cake
Vietnamese,59,Banh Trang Tron,Salad
Vietnamese,60,Banh Trang Cuon Thit Heo,Wrap
Vietnamese,61,Banh Da Cua,Noodle Soup
Vietnamese,62,Banh Duc,Rice Cake
Vietnamese,63,Banh Flan,Dessert
Vietnamese,64,Che,Dessert
Vietnamese,65,Che Ba Mau,Dessert
Vietnamese,66,Che Chuoi,Dessert
Vietnamese,67,Che Buoi,Dessert
Vietnamese,68,Che Thai,Dessert
Vietnamese,69,Che Khuc Bach,Dessert
Vietnamese,70,Banh Ran,Dessert
Vietnamese,71,Banh Cam,Dessert
Vietnamese,72,Banh Tom,Fritter
Vietnamese,73,Banh Cong,Fritter
